X[s],"Trigno IM sensor 3: EMG 3 (IM)",X[s],"Trigno IM sensor 3: Mag 3.Z (IM)",X[s],"Trigno IM sensor 4: EMG 4 (IM)",X[s],"Trigno IM sensor 4: Mag 4.Z (IM)"
0.000000,2.450599E-05,0.000000,48,0.000000,-6.042573E-06,0.000000,107
0.0009,-0.0001292439,0.0135,49,0.0009,3.726253E-05,0.0135,105
0.0018,-0.0001423362,0.027,47,0.0018,2.685588E-05,0.027,104
0.0027,4.061952E-05,0.0405,47,0.0027,1.611353E-05,0.0405,101
0.0036,-8.96315E-05,0.054,48,0.0036,-1.712062E-05,0.054,103
0.0045,-0.000112459,0.0675,48,0.0045,-2.18204E-05,0.0675,107
0.0054,4.800488E-05,0.081,47,0.0054,6.042573E-06,0.081,104
0.0063,-2.349889E-06,0.0945,47,0.0063,1.712062E-05,0.0945,104
0.0072,-8.627451E-05,0.108,47,0.0072,-4.36408E-06,0.108,106
0.0081,-9.735256E-06,0.1215,48,0.0081,-1.242084E-05,0.1215,103
0.009000001,2.417029E-05,0.135,48,0.009000001,-2.316319E-05,0.135,106
0.0099,4.53193E-05,0.1485,46,0.0099,-3.961242E-05,0.1485,104
0.0108,5.270466E-05,0.162,47,0.0108,-5.539025E-05,0.162,105
0.0117,-3.121996E-05,0.1755,48,0.0117,-3.994812E-05,0.1755,102
0.0126,-2.047761E-05,0.189,47,0.0126,-6.54612E-05,0.189,101
0.0135,4.36408E-06,0.2025,46,0.0135,-5.471885E-05,0.2025,102
0.0144,4.263371E-05,0.216,48,0.0144,-4.666209E-05,0.216,104
0.0153,3.356985E-07,0.2295,47,0.0153,-4.36408E-06,0.2295,103
0.0162,5.539025E-05,0.243,47,0.0162,-2.786297E-05,0.243,103
0.0171,2.21561E-05,0.2565,48,0.0171,-4.43122E-05,0.2565,103
0.018,-5.035477E-06,0.27,48,0.018,-2.047761E-05,0.27,105
0.0189,-4.36408E-05,0.2835,48,0.0189,-8.728161E-06,0.2835,105
0.0198,-9.735256E-06,0.297,48,0.0198,3.021286E-06,0.297,104
0.0207,1.779202E-05,0.3105,47,0.0207,9.735256E-06,0.3105,103
