X[s],"Trigno IM sensor 3: EMG 3 (IM)",X[s],"Trigno IM sensor 3: Mag 3.Z (IM)",X[s],"Trigno IM sensor 4: EMG 4 (IM)",X[s],"Trigno IM sensor 4: Mag 4.Z (IM)"
0.000000,9.735256E-06,0.000000,42,0.000000,-3.155566E-05,0.000000,108
0.0009,-0.000109102,0.0135,43,0.0009,9.063859E-06,0.0135,105
0.0018,-7.989624E-05,0.027,45,0.0018,-3.356985E-07,0.027,106
0.0027,-5.203327E-05,0.0405,44,0.0027,-9.735256E-06,0.0405,106
0.0036,-5.001907E-05,0.054,42,0.0036,4.028382E-06,0.054,105
0.0045,-4.46479E-05,0.0675,43,0.0045,-1.879912E-05,0.0675,107
0.0054,1.477073E-05,0.081,43,0.0054,-3.121996E-05,0.081,107
0.0063,-1.947051E-05,0.0945,43,0.0063,-5.471885E-05,0.0945,105
0.0072,-5.404745E-05,0.108,43,0.0072,-5.136187E-05,0.108,107
0.0081,-3.356985E-07,0.1215,43,0.0081,-4.834058E-05,0.1215,104
0.009000001,8.056763E-06,0.135,43,0.009000001,-5.136187E-05,0.135,102
0.0099,-4.599069E-05,0.1485,44,0.0099,-4.129091E-05,0.1485,105
0.0108,-2.652018E-05,0.162,43,0.0108,-7.821774E-05,0.162,106
0.0117,-7.385367E-05,0.1755,42,0.0117,-6.6804E-05,0.1755,106
0.0126,-6.076142E-05,0.189,43,0.0126,-5.035477E-05,0.189,104
0.0135,-9.735256E-06,0.2025,42,0.0135,-5.706874E-05,0.2025,103
0.0144,2.450599E-05,0.216,42,0.0144,-7.418937E-05,0.216,105
0.0153,3.692683E-06,0.2295,42,0.0153,-4.229801E-05,0.2295,103
0.0162,6.243992E-05,0.243,43,0.0162,-2.450599E-05,0.243,107
0.0171,0.0001782559,0.2565,43,0.0171,-3.860533E-05,0.2565,106
0.018,0.0001064164,0.27,42,0.018,-5.001907E-05,0.27,104
0.0189,7.721065E-06,0.2835,43,0.0189,-5.841154E-05,0.2835,104
0.0198,2.450599E-05,0.297,42,0.0198,-4.196231E-05,0.297,109
0.0207,7.116808E-05,0.3105,43,0.0207,-3.860533E-05,0.3105,106
0.0216,5.035477E-06,0.324,42,0.0216,-2.24918E-05,0.324,104
0.0225,3.121996E-05,0.3375,42,0.0225,-2.18204E-05,0.3375,105
0.0234,3.424125E-05,0.351,43,0.0234,-1.040665E-05,0.351,104
0.0243,1.913481E-05,0.3645,44,0.0243,2.349889E-06,0.3645,108
0.0252,6.411841E-05,0.378,43,0.0252,-1.678492E-05,0.378,107
0.0261,5.807584E-05,0.3915,43,0.0261,-3.289845E-05,0.3915,108
0.027,-3.155566E-05,0.405,44,0.027,-6.042573E-06,0.405,106
0.0279,9.063859E-06,0.4185,43,0.0279,-2.1149E-05,0.4185,108
0.0288,5.304036E-05,0.432,44,0.0288,-9.265278E-05,0.432,103
0.0297,1.007095E-06,0.4455,44,0.0297,-2.349889E-06,0.4455,107
0.0306,-0.0002084688,0.459,43,0.0306,1.846342E-05,0.459,107
0.0315,-9.701686E-05,0.4725,44,0.0315,-2.1149E-05,0.4725,105
0.0324,2.719158E-05,0.486,43,0.0324,-4.599069E-05,0.486,104
0.0333,-6.143282E-05,0.4995,43,0.0333,4.36408E-05,0.4995,107
0.0342,-3.356985E-07,0.513,44,0.0342,0,0.513,108
0.0351,8.291753E-05,0.5265,43,0.0351,-8.090334E-05,0.5265,107
0.036,-6.378271E-05,0.54,43,0.036,4.129091E-05,0.54,106
0.0369,5.069047E-05,0.5535,43,0.0369,2.349889E-05,0.5535,105
0.0378,0.0001668421,0.567,41,0.0378,-6.948959E-05,0.567,107
0.0387,3.289845E-05,0.5805,42,0.0387,-3.961242E-05,0.5805,102
0.0396,-3.826963E-05,0.594,42,0.0396,2.383459E-05,0.594,105
0.0405,4.39765E-05,0.6075,41,0.0405,7.721065E-06,0.6075,107
0.0414,-1.913481E-05,0.621,42,0.0414,1.309224E-05,0.621,105
0.0423,3.155566E-05,0.6345,41,0.0423,-4.33051E-05,0.6345,105
0.0432,1.779202E-05,0.648,42,0.0432,3.994812E-05,0.648,105
0.0441,-0.0001809415,0.6615,42,0.0441,7.183947E-05,0.6615,106
0.045,-0.0001373007,0.675,42,0.045,2.584878E-05,0.675,109
0.0459,-8.392462E-06,0.6885,42,0.0459,3.692683E-06,0.6885,109
0.0468,-8.996719E-05,0.702,41,0.0468,6.948959E-05,0.702,104
0.0477,-0.000102388,0.7155,42,0.0477,2.752728E-05,0.7155,106
0.0486,5.874724E-05,0.729,41,0.0486,-4.46479E-05,0.729,105
