X[s],"Trigno IM sensor 3: EMG 3 (IM)",X[s],"Trigno IM sensor 3: Mag 3.Z (IM)",X[s],"Trigno IM sensor 4: EMG 4 (IM)",X[s],"Trigno IM sensor 4: Mag 4.Z (IM)"
0.000000,-2.349889E-06,0.000000,119,0.000000,-1.577783E-05,0.000000,0
0.0009,-1.678492E-06,0.0135,119,0.0009,3.692683E-06,0.0135,-1
0.0018,-2.484169E-05,0.027,120,0.0018,-9.735256E-06,0.027,0
0.0027,-9.735256E-06,0.0405,120,0.0027,8.392462E-06,0.0405,1
0.0036,2.1149E-05,0.054,119,0.0036,5.035477E-06,0.054,1
0.0045,9.063859E-06,0.0675,120,0.0045,-1.879912E-05,0.0675,3
0.0054,-7.049668E-06,0.081,118,0.0054,-1.342794E-05,0.081,1
0.0063,4.36408E-06,0.0945,117,0.0063,-3.356985E-06,0.0945,0
0.0072,-1.141375E-05,0.108,118,0.0072,-1.678492E-05,0.108,-1
0.0081,-1.745632E-05,0.1215,118,0.0081,-1.141375E-05,0.1215,2
0.009000001,-1.544213E-05,0.135,118,0.009000001,-1.779202E-05,0.135,2
0.0099,6.042573E-06,0.1485,117,0.0099,-2.18204E-05,0.1485,-2
0.0108,-1.846342E-05,0.162,118,0.0108,-2.853437E-05,0.162,0
0.0117,-2.954147E-05,0.1755,117,0.0117,-3.591974E-05,0.1755,2
0.0126,-1.913481E-05,0.189,119,0.0126,-2.920577E-05,0.189,1
0.0135,-2.987716E-05,0.2025,118,0.0135,-3.121996E-05,0.2025,0
0.0144,-2.417029E-05,0.216,118,0.0144,-3.726253E-05,0.216,0
0.0153,-1.242084E-05,0.2295,119,0.0153,-5.706874E-06,0.2295,-1
0.0162,-1.510643E-05,0.243,117,0.0162,-1.208515E-05,0.243,-1
0.0171,-1.107805E-05,0.2565,118,0.0171,-2.987716E-05,0.2565,-2
0.018,1.409934E-05,0.27,119,0.018,-2.786297E-05,0.27,1
0.0189,3.692683E-06,0.2835,117,0.0189,-2.517739E-05,0.2835,0
0.0198,2.349889E-06,0.297,119,0.0198,-1.879912E-05,0.297,1
0.0207,5.035477E-06,0.3105,120,0.0207,-1.812772E-05,0.3105,2
0.0216,7.049668E-06,0.324,119,0.0216,-3.625543E-05,0.324,0
0.0225,-6.713969E-07,0.3375,118,0.0225,-3.256275E-05,0.3375,1
0.0234,-1.275654E-05,0.351,119,0.0234,-1.275654E-05,0.351,-1
0.0243,-6.378271E-06,0.3645,119,0.0243,-7.385367E-06,0.3645,0
0.0252,-1.275654E-05,0.378,118,0.0252,-8.728161E-06,0.378,-2
0.0261,-6.042573E-06,0.3915,118,0.0261,-2.21561E-05,0.3915,0
0.027,1.846342E-05,0.405,119,0.027,-1.678492E-05,0.405,2
0.0279,1.007095E-05,0.4185,119,0.0279,-2.349889E-05,0.4185,1
0.0288,1.007095E-06,0.432,119,0.0288,-6.009003E-05,0.432,-1
0.0297,2.014191E-06,0.4455,120,0.0297,-2.652018E-05,0.4455,4
0.0306,-1.644922E-05,0.459,119,0.0306,-3.021286E-05,0.459,0
0.0315,-2.383459E-05,0.4725,119,0.0315,-5.136187E-05,0.4725,0
0.0324,-1.208515E-05,0.486,119,0.0324,-3.390555E-05,0.486,0
0.0333,-7.049668E-06,0.4995,120,0.0333,4.36408E-06,0.4995,-1
0.0342,-2.786297E-05,0.513,119,0.0342,-1.779202E-05,0.513,1
0.0351,-6.042573E-06,0.5265,119,0.0351,-6.143282E-05,0.5265,0
0.036,-5.706874E-06,0.54,120,0.036,-1.342794E-05,0.54,1
0.0369,-2.920577E-05,0.5535,120,0.0369,9.063859E-06,0.5535,0
0.0378,-1.007095E-05,0.567,119,0.0378,-1.846342E-05,0.567,0
0.0387,1.745632E-05,0.5805,119,0.0387,-2.719158E-05,0.5805,0
0.0396,-1.544213E-05,0.594,119,0.0396,-3.356985E-07,0.594,0
0.0405,-1.712062E-05,0.6075,119,0.0405,-1.812772E-05,0.6075,5
0.0414,-1.040665E-05,0.621,118,0.0414,-2.417029E-05,0.621,1
0.0423,2.349889E-06,0.6345,119,0.0423,-4.162661E-05,0.6345,0
0.0432,-1.107805E-05,0.648,119,0.0432,-1.644922E-05,0.648,0
0.0441,-3.994812E-05,0.6615,121,0.0441,1.309224E-05,0.6615,2
0.045,-1.376364E-05,0.675,121,0.045,-2.28275E-05,0.675,0
0.0459,-1.107805E-05,0.6885,118,0.0459,-4.565499E-05,0.6885,1
0.0468,-1.913481E-05,0.702,118,0.0468,1.342794E-06,0.702,-1
0.0477,-1.712062E-05,0.7155,119,0.0477,-5.035477E-06,0.7155,0
0.0486,-1.174945E-05,0.729,119,0.0486,-4.901198E-05,0.729,0
0.0495,-8.728161E-06,0.7425,120,0.0495,-8.056763E-06,0.7425,1
0.0504,8.392462E-06,0.756,119,0.0504,1.409934E-05,0.756,0
0.0513,-1.174945E-05,0.7695,120,0.0513,-1.107805E-05,0.7695,0
0.0522,-5.706874E-06,0.783,120,0.0522,-1.174945E-05,0.783,2
0.0531,4.36408E-06,0.7965,120,0.0531,1.040665E-05,0.7965,-2
0.054,-7.049668E-06,0.81,120,0.054,-4.028382E-06,0.81,-1
0.0549,2.349889E-06,0.8235,120,0.0549,-1.980621E-05,0.8235,0
0.0558,7.049668E-06,0.837,121,0.0558,-4.229801E-05,0.837,0
0.0567,1.879912E-05,0.8505,120,0.0567,-2.014191E-05,0.8505,2
0.0576,-3.356985E-07,0.864,120,0.0576,-2.887007E-05,0.864,0
0.0585,1.007095E-06,0.8775,120,0.0585,-4.129091E-05,0.8775,0
0.0594,2.383459E-05,0.891,119,0.0594,-4.33051E-05,0.891,0
