X[s],"Trigno IM sensor 3: EMG 3 (IM)",X[s],"Trigno IM sensor 3: Mag 3.Z (IM)",X[s],"Trigno IM sensor 4: EMG 4 (IM)",X[s],"Trigno IM sensor 4: Mag 4.Z (IM)"
0.000000,7.721065E-06,0.000000,120,0.000000,-1.980621E-05,0.000000,-1
0.0009,-2.21561E-05,0.0135,120,0.0009,1.510643E-05,0.0135,-2
0.0018,-8.392462E-06,0.027,120,0.0018,2.1149E-05,0.027,2
0.0027,2.18204E-05,0.0405,120,0.0027,2.316319E-05,0.0405,-1
0.0036,9.735256E-06,0.054,120,0.0036,1.242084E-05,0.054,0
0.0045,-1.913481E-05,0.0675,119,0.0045,1.544213E-05,0.0675,0
0.0054,-5.706874E-06,0.081,119,0.0054,-3.356985E-07,0.081,1
0.0063,9.735256E-06,0.0945,118,0.0063,-3.356985E-06,0.0945,5
0.0072,-1.242084E-05,0.108,119,0.0072,-7.385367E-06,0.108,0
0.0081,-2.28275E-05,0.1215,119,0.0081,-5.371176E-06,0.1215,0
0.009000001,-1.577783E-05,0.135,118,0.009000001,-2.719158E-05,0.135,-3
0.0099,-7.721065E-06,0.1485,119,0.0099,0,0.1485,1
0.0108,-3.054856E-05,0.162,120,0.0108,-1.208515E-05,0.162,0
0.0117,3.457694E-05,0.1755,118,0.0117,-2.584878E-05,0.1755,-1
0.0126,1.577783E-05,0.189,120,0.0126,-9.399558E-06,0.189,1
0.0135,2.349889E-06,0.2025,119,0.0135,-2.047761E-05,0.2025,-1
0.0144,1.040665E-05,0.216,117,0.0144,-4.632639E-05,0.216,1
0.0153,2.047761E-05,0.2295,119,0.0153,-3.793393E-05,0.2295,1
0.0162,1.309224E-05,0.243,119,0.0162,-2.584878E-05,0.243,1
0.0171,5.706874E-06,0.2565,118,0.0171,-2.24918E-05,0.2565,-1
0.018,1.846342E-05,0.27,118,0.018,-4.565499E-05,0.27,0
0.0189,3.692683E-06,0.2835,118,0.0189,-4.901198E-05,0.2835,0
0.0198,-1.644922E-05,0.297,118,0.0198,-1.712062E-05,0.297,4
0.0207,-8.392462E-06,0.3105,119,0.0207,-3.121996E-05,0.3105,1
0.0216,-1.980621E-05,0.324,120,0.0216,-2.24918E-05,0.324,0
0.0225,-3.256275E-05,0.3375,119,0.0225,-1.913481E-05,0.3375,-1
0.0234,-3.692683E-05,0.351,118,0.0234,-2.383459E-05,0.351,0
0.0243,-6.210422E-05,0.3645,119,0.0243,-1.947051E-05,0.3645,0
0.0252,-5.539025E-05,0.378,119,0.0252,-1.107805E-05,0.378,0
0.0261,-5.941863E-05,0.3915,119,0.0261,-3.524834E-05,0.3915,2
0.027,-3.424125E-05,0.405,118,0.027,-3.189136E-05,0.405,0
0.0279,-1.141375E-05,0.4185,120,0.0279,-3.591974E-05,0.4185,0
0.0288,-2.719158E-05,0.432,119,0.0288,-4.46479E-05,0.432,-1
0.0297,6.378271E-06,0.4455,118,0.0297,-2.081331E-05,0.4455,0
0.0306,3.826963E-05,0.459,118,0.0306,-1.712062E-05,0.459,3
0.0315,1.577783E-05,0.4725,120,0.0315,-4.666209E-05,0.4725,1
0.0324,2.719158E-05,0.486,119,0.0324,-6.948959E-05,0.486,0
0.0333,4.699779E-06,0.4995,118,0.0333,-2.1149E-05,0.4995,0
0.0342,-2.1149E-05,0.513,118,0.0342,-2.24918E-05,0.513,0
0.0351,6.042573E-06,0.5265,118,0.0351,-7.855344E-05,0.5265,-3
0.036,1.510643E-05,0.54,118,0.036,-1.242084E-05,0.54,0
0.0369,-2.383459E-05,0.5535,117,0.0369,3.390555E-05,0.5535,0
0.0378,-4.061952E-05,0.567,117,0.0378,-4.666209E-05,0.567,-2
0.0387,1.577783E-05,0.5805,117,0.0387,-1.275654E-05,0.5805,-1
0.0396,3.021286E-06,0.594,116,0.0396,3.189136E-05,0.594,3
0.0405,-5.706874E-06,0.6075,119,0.0405,2.719158E-05,0.6075,0
0.0414,-1.678492E-06,0.621,118,0.0414,3.021286E-06,0.621,0
0.0423,-1.644922E-05,0.6345,119,0.0423,-4.061952E-05,0.6345,-2
