X[s],"Trigno IM sensor 3: EMG 3 (IM)",X[s],"Trigno IM sensor 3: Mag 3.Z (IM)",X[s],"Trigno IM sensor 4: EMG 4 (IM)",X[s],"Trigno IM sensor 4: Mag 4.Z (IM)"
0.000000,0.0001050736,0.000000,123,0.000000,3.994812E-05,0.000000,-3
0.0009,7.922484E-05,0.0135,124,0.0009,8.493171E-05,0.0135,0
0.0018,1.980621E-05,0.027,124,0.0018,7.888914E-05,0.027,-3
0.0027,-4.666209E-05,0.0405,124,0.0027,0.0001084306,0.0405,-2
0.0036,-0.0001644923,0.054,123,0.0036,0.0001352865,0.054,0
0.0045,-2.551309E-05,0.0675,123,0.0045,6.311131E-05,0.0675,-3
0.0054,0.0001493858,0.081,124,0.0054,2.920577E-05,0.081,-1
0.0063,0.0001426719,0.0945,124,0.0063,2.517739E-05,0.0945,-3
0.0072,6.411841E-05,0.108,125,0.0072,-2.685588E-06,0.108,-4
0.0081,9.970245E-05,0.1215,123,0.0081,-5.471885E-05,0.1215,-2
0.009000001,0.0001168231,0.135,123,0.009000001,-0.0001554284,0.135,-4
0.0099,3.021286E-06,0.1485,123,0.0099,-0.0001876554,0.1485,1
0.0108,-6.74754E-05,0.162,123,0.0108,-0.0001926909,0.162,-4
0.0117,-0.0001430075,0.1755,122,0.0117,-0.0001198444,0.1755,-1
0.0126,-0.0003685969,0.189,123,0.0126,-1.007095E-05,0.189,0
0.0135,-0.0003917601,0.2025,124,0.0135,0.0001550927,0.2025,-3
0.0144,-0.0002108186,0.216,124,0.0144,0.0001497215,0.216,-2
0.0153,-0.0001567712,0.2295,123,0.0153,6.881819E-05,0.2295,-4
0.0162,-7.989624E-05,0.243,124,0.0162,4.46479E-05,0.243,-2
0.0171,-0.0001037308,0.2565,123,0.0171,1.779202E-05,0.2565,-3
0.018,-2.28275E-05,0.27,123,0.018,-2.752728E-05,0.27,-2
0.0189,2.517739E-05,0.2835,124,0.0189,-8.392462E-06,0.2835,0
0.0198,3.793393E-05,0.297,124,0.0198,-1.745632E-05,0.297,0
0.0207,7.183947E-05,0.3105,123,0.0207,-3.659113E-05,0.3105,-1
0.0216,6.411841E-05,0.324,124,0.0216,-4.229801E-05,0.324,-1
0.0225,6.143282E-05,0.3375,123,0.0225,-4.733349E-05,0.3375,-1
0.0234,2.383459E-05,0.351,124,0.0234,-6.64683E-05,0.351,-1
0.0243,-5.337606E-05,0.3645,124,0.0243,-0.000115816,0.3645,-2
0.0252,-5.706874E-06,0.378,124,0.0252,-0.0001604639,0.378,-1
0.0261,1.812772E-05,0.3915,123,0.0261,-0.0001524071,0.3915,-3
0.027,5.874724E-05,0.405,122,0.027,-0.0001205158,0.405,-1
0.0279,9.701686E-05,0.4185,123,0.0279,-7.183947E-05,0.4185,-2
0.0288,9.097429E-05,0.432,124,0.0288,1.678492E-06,0.432,0
0.0297,9.063859E-05,0.4455,122,0.0297,9.903105E-05,0.4455,-1
0.0306,6.6804E-05,0.459,123,0.0306,0.0001010452,0.459,0
0.0315,1.913481E-05,0.4725,124,0.0315,-4.699779E-06,0.4725,-1
0.0324,7.687495E-05,0.486,124,0.0324,-1.309224E-05,0.486,0
0.0333,0.0001178302,0.4995,125,0.0333,1.577783E-05,0.4995,-4
0.0342,0.0001117876,0.513,124,0.0342,-1.409934E-05,0.513,-1
0.0351,6.64683E-05,0.5265,124,0.0351,-2.383459E-05,0.5265,-2
0.036,-4.263371E-05,0.54,124,0.036,4.800488E-05,0.54,-2
0.0369,-0.0001279011,0.5535,124,0.0369,3.155566E-05,0.5535,-2
0.0378,-7.083238E-05,0.567,123,0.0378,-6.210422E-05,0.567,-1
0.0387,-3.356985E-07,0.5805,125,0.0387,-5.236896E-05,0.5805,-4
0.0396,1.208515E-05,0.594,124,0.0396,-1.007095E-06,0.594,-1
0.0405,4.061952E-05,0.6075,124,0.0405,-9.399558E-06,0.6075,-4
0.0414,-2.786297E-05,0.621,124,0.0414,-1.879912E-05,0.621,0
0.0423,-8.157473E-05,0.6345,124,0.0423,-8.392462E-05,0.6345,-2
0.0432,-3.659113E-05,0.648,123,0.0432,-3.390555E-05,0.648,-1
0.0441,-4.699779E-05,0.6615,123,0.0441,-1.409934E-05,0.6615,-5
0.045,-1.644922E-05,0.675,124,0.045,-0.0001010452,0.675,-4
0.0459,1.309224E-05,0.6885,123,0.0459,-0.0001211871,0.6885,-2
0.0468,-1.644922E-05,0.702,124,0.0468,-6.076142E-05,0.702,0
0.0477,-2.24918E-05,0.7155,124,0.0477,-4.229801E-05,0.7155,-2
0.0486,-4.36408E-06,0.729,124,0.0486,-4.196231E-05,0.729,-1
0.0495,-1.007095E-06,0.7425,124,0.0495,3.323415E-05,0.7425,-4
0.0504,2.517739E-05,0.756,124,0.0504,0.0001352865,0.756,0
0.0513,7.888914E-05,0.7695,124,0.0513,0.0001064164,0.7695,-1
0.0522,1.342794E-06,0.783,124,0.0522,2.047761E-05,0.783,-5
0.0531,-3.826963E-05,0.7965,123,0.0531,-1.074235E-05,0.7965,-2
0.054,-2.920577E-05,0.81,125,0.054,-6.478981E-05,0.81,-2
0.0549,-6.411841E-05,0.8235,123,0.0549,-9.567407E-05,0.8235,-4
0.0558,-9.970245E-05,0.837,122,0.0558,-8.258183E-05,0.837,-2
0.0567,-8.82887E-05,0.8505,122,0.0567,-7.016098E-05,0.8505,-5
0.0576,-4.565499E-05,0.864,123,0.0576,-2.24918E-05,0.864,-3
0.0585,-1.242084E-05,0.8775,121,0.0585,-5.639734E-05,0.8775,-6
0.0594,-4.36408E-06,0.891,122,0.0594,-4.061952E-05,0.891,-3
0.0603,1.477073E-05,0.9045,121,0.0603,7.653925E-05,0.9045,-5
0.0612,2.24918E-05,0.918,120,0.0612,1.678492E-06,0.918,-4
0.0621,7.049668E-06,0.9315,122,0.0621,-5.471885E-05,0.9315,-6
0.063,0,0.945,123,0.063,1.846342E-05,0.945,-5
0.0639,4.263371E-05,0.9585,121,0.0639,0.0001037308,0.9585,-7
0.0648,2.1149E-05,0.972,122,0.0648,0.0001050736,0.972,-5
0.0657,-3.860533E-05,0.9855,122,0.0657,5.673304E-05,0.9855,-3
0.0666,-1.510643E-05,0.999,122,0.0666,-1.678492E-05,0.999,-1
0.0675,8.728161E-06,1.0125,122,0.0675,-0.0001067521,1.0125,-1
0.0684,1.309224E-05,1.026,120,0.0684,-0.0001144732,1.026,-1
0.0693,1.342794E-06,1.0395,121,0.0693,-0.0001426719,1.0395,-4
0.0702,3.457694E-05,1.053,120,0.0702,-0.000102388,1.053,0
0.0711,5.069047E-05,1.0665,120,0.0711,-2.752728E-05,1.0665,-2
0.072,4.43122E-05,1.08,120,0.072,4.229801E-05,1.08,0
0.0729,5.874724E-05,1.0935,120,0.0729,7.620356E-05,1.0935,-4
