X[s],"Trigno IM sensor 3: EMG 3 (IM)",X[s],"Trigno IM sensor 3: Mag 3.Z (IM)",X[s],"Trigno IM sensor 4: EMG 4 (IM)",X[s],"Trigno IM sensor 4: Mag 4.Z (IM)"
0.000000,0.0001863127,0.000000,51,0.000000,0.0005367819,0.000000,96
0.0009,5.874724E-05,0.0135,53,0.0009,0.0006455482,0.0135,96
0.0018,6.713969E-06,0.027,52,0.0018,0.0003454337,0.027,99
0.0027,6.109713E-05,0.0405,52,0.0027,0.0002121614,0.0405,99
0.0036,6.378271E-05,0.054,52,0.0036,0.0002386816,0.054,95
0.0045,-2.652018E-05,0.0675,53,0.0045,0.0001738918,0.0675,94
0.0054,-2.719158E-05,0.081,51,0.0054,0.0001007095,0.081,98
0.0063,3.189136E-05,0.0945,50,0.0063,2.21561E-05,0.0945,97
0.0072,1.242084E-05,0.108,52,0.0072,-7.620356E-05,0.108,96
0.0081,3.054856E-05,0.1215,50,0.0081,-9.835965E-05,0.1215,97
0.009000001,7.452507E-05,0.135,51,0.009000001,-3.121996E-05,0.135,99
0.0099,9.097429E-05,0.1485,53,0.0099,2.719158E-05,0.1485,99
0.0108,5.706874E-06,0.162,52,0.0108,-5.539025E-05,0.162,96
0.0117,9.063859E-06,0.1755,53,0.0117,-0.0001604639,0.1755,98
0.0126,-2.584878E-05,0.189,52,0.0126,-0.0002171969,0.189,97
0.0135,-7.721065E-05,0.2025,53,0.0135,-0.0002823224,0.2025,98
0.0144,-7.016098E-05,0.216,53,0.0144,-0.0002645304,0.216,97
0.0153,-4.934768E-05,0.2295,52,0.0153,-2.853437E-05,0.2295,97
0.0162,-4.766919E-05,0.243,53,0.0162,-7.049668E-06,0.243,97
0.0171,-1.678492E-06,0.2565,51,0.0171,-5.539025E-05,0.2565,94
0.018,5.673304E-05,0.27,52,0.018,-4.36408E-05,0.27,94
0.0189,-1.443504E-05,0.2835,52,0.0189,-5.404745E-05,0.2835,94
0.0198,-3.659113E-05,0.297,52,0.0198,-8.795301E-05,0.297,96
0.0207,-6.61326E-05,0.3105,51,0.0207,-5.941863E-05,0.3105,100
0.0216,-0.0001188373,0.324,52,0.0216,-7.217517E-05,0.324,97
0.0225,-8.627451E-05,0.3375,51,0.0225,-0.0001185016,0.3375,95
0.0234,-3.323415E-05,0.351,54,0.0234,-0.0001389792,0.351,93
0.0243,1.040665E-05,0.3645,53,0.0243,-0.0001943694,0.3645,96
0.0252,5.606165E-05,0.378,52,0.0252,-0.0002057832,0.378,95
0.0261,8.82887E-05,0.3915,51,0.0261,-0.000161471,0.3915,100
0.027,9.198138E-05,0.405,52,0.027,-7.687495E-05,0.405,99
0.0279,8.560311E-05,0.4185,52,0.0279,7.217517E-05,0.4185,99
0.0288,4.599069E-05,0.432,51,0.0288,2.719158E-05,0.432,96
0.0297,-3.424125E-05,0.4455,52,0.0297,-4.33051E-05,0.4455,99
0.0306,-2.652018E-05,0.459,52,0.0306,-2.853437E-05,0.459,97
0.0315,-1.644922E-05,0.4725,52,0.0315,-0.000164828,0.4725,97
0.0324,2.450599E-05,0.486,51,0.0324,-0.0002296178,0.486,99
0.0333,-2.1149E-05,0.4995,52,0.0333,-0.0003021286,0.4995,96
0.0342,-8.996719E-05,0.513,52,0.0342,-0.0003951171,0.513,97
0.0351,-1.712062E-05,0.5265,51,0.0351,-0.0003779965,0.5265,98
0.036,-0.0001074235,0.54,51,0.036,-0.0002101472,0.54,98
0.0369,-9.735256E-05,0.5535,50,0.0369,1.980621E-05,0.5535,99
0.0378,5.706874E-06,0.567,52,0.0378,0.0003514763,0.567,98
0.0387,-4.733349E-05,0.5805,51,0.0387,0.0006022431,0.5805,97
0.0396,-8.526741E-05,0.594,50,0.0396,0.0004065309,0.594,101
0.0405,-3.021286E-05,0.6075,50,0.0405,0.0001591211,0.6075,97
0.0414,1.040665E-05,0.621,50,0.0414,2.987716E-05,0.621,97
0.0423,-3.021286E-06,0.6345,52,0.0423,-5.606165E-05,0.6345,98
0.0432,-6.009003E-05,0.648,51,0.0432,-0.0002732586,0.648,96
0.0441,-3.659113E-05,0.6615,52,0.0441,-0.0002262608,0.6615,98
0.045,2.920577E-05,0.675,51,0.045,-0.00024271,0.675,99
0.0459,5.035477E-06,0.6885,51,0.0459,-0.0002312963,0.6885,99
0.0468,-5.673304E-05,0.702,52,0.0468,-0.0001510643,0.702,99
0.0477,-3.356985E-07,0.7155,50,0.0477,-7.553216E-05,0.7155,97
0.0486,0.000115816,0.729,52,0.0486,0.0002168612,0.729,97
0.0495,1.812772E-05,0.7425,52,0.0495,0.000591165,0.7425,97
0.0504,8.392462E-06,0.756,50,0.0504,0.0006240635,0.756,99
0.0513,5.807584E-05,0.7695,51,0.0513,0.0003682612,0.7695,97
0.0522,7.351797E-05,0.783,51,0.0522,0.0001765774,0.783,99
0.0531,1.376364E-05,0.7965,52,0.0531,0.0001054093,0.7965,100
0.054,-2.349889E-05,0.81,52,0.054,6.076142E-05,0.81,97
0.0549,-1.309224E-05,0.8235,52,0.0549,3.189136E-05,0.8235,101
0.0558,3.356985E-07,0.837,53,0.0558,-2.18204E-05,0.837,98
0.0567,-4.53193E-05,0.8505,54,0.0567,-2.517739E-05,0.8505,98
0.0576,-2.18204E-05,0.864,53,0.0576,-5.136187E-05,0.864,95
0.0585,8.392462E-06,0.8775,52,0.0585,-0.0001171588,0.8775,98
0.0594,-7.016098E-05,0.891,50,0.0594,-0.0001426719,0.891,97
0.0603,-0.0001285725,0.9045,51,0.0603,-0.0001134661,0.9045,97
0.0612,-8.090334E-05,0.918,52,0.0612,-0.0001084306,0.918,101
0.0621,-0.0001795987,0.9315,51,0.0621,-3.659113E-05,0.9315,99
0.063,-0.0002339818,0.945,52,0.063,3.256275E-05,0.945,98
0.0639,-0.0001923552,0.9585,50,0.0639,-2.719158E-05,0.9585,99
0.0648,-7.183947E-05,0.972,52,0.0648,-6.009003E-05,0.972,101
0.0657,3.390555E-05,0.9855,52,0.0657,-8.627451E-05,0.9855,99
0.0666,7.183947E-05,0.999,53,0.0666,-7.888914E-05,0.999,101
0.0675,0.0002554666,1.0125,52,0.0675,-0.0001000381,1.0125,99
0.0684,0.0001430075,1.026,53,0.0684,-6.71397E-05,1.026,96
0.0693,4.129091E-05,1.0395,53,0.0693,-0.0001037308,1.0395,97
0.0702,2.1149E-05,1.053,53,0.0702,-7.083238E-05,1.053,100
0.0711,-5.035477E-06,1.0665,52,0.0711,0.0001242084,1.0665,100
0.072,6.344701E-05,1.08,53,0.072,0.0001356222,1.08,100
0.0729,4.934768E-05,1.0935,52,0.0729,6.378271E-06,1.0935,100
0.07380001,-0.0001252155,1.107,52,0.07380001,-2.719158E-05,1.107,98
0.07470001,-0.0001161517,1.1205,51,0.07470001,-6.411841E-05,1.1205,95
0.0756,4.599069E-05,1.134,51,0.0756,-9.533837E-05,1.134,98
0.0765,-1.779202E-05,1.1475,51,0.0765,-0.0001319295,1.1475,97
0.0774,2.719158E-05,1.161,51,0.0774,-0.0002621805,1.161,98
0.0783,9.634547E-05,1.1745,52,0.0783,-0.0002836652,1.1745,98
0.0792,-9.869535E-05,1.188,52,0.0792,-0.0001262226,1.188,98
0.0801,-0.0002128328,1.2015,50,0.0801,-7.620356E-05,1.2015,102
0.081,-9.567407E-05,1.215,51,0.081,-3.591974E-05,1.215,100
0.0819,5.069047E-05,1.2285,50,0.0819,-2.383459E-05,1.2285,101
0.0828,0.0001258869,1.242,50,0.0828,-9.600977E-05,1.242,100
0.0837,0.000126894,1.2555,48,0.0837,-0.000115816,1.2555,101
