X[s],"Trigno IM sensor 3: EMG 3 (IM)",X[s],"Trigno IM sensor 3: Mag 3.Z (IM)",X[s],"Trigno IM sensor 4: EMG 4 (IM)",X[s],"Trigno IM sensor 4: Mag 4.Z (IM)"
0.000000,-7.721065E-06,0.000000,47,0.000000,-5.371176E-06,0.000000,98
0.0009,-6.176852E-05,0.0135,48,0.0009,1.409934E-05,0.0135,103
0.0018,-6.74754E-05,0.027,48,0.0018,7.049668E-06,0.027,97
0.0027,2.618448E-05,0.0405,47,0.0027,-3.256275E-05,0.0405,101
0.0036,3.356985E-07,0.054,48,0.0036,-5.673304E-05,0.054,100
0.0045,-9.063859E-06,0.0675,48,0.0045,-1.779202E-05,0.0675,97
0.0054,-8.392462E-06,0.081,47,0.0054,-0.0001174945,0.081,98
0.0063,-9.298848E-05,0.0945,46,0.0063,-0.0001027237,0.0945,101
0.0072,-0.0001386435,0.108,46,0.0072,-8.123904E-05,0.108,98
0.0081,-0.0001094377,0.1215,47,0.0081,-0.000112459,0.1215,98
0.009000001,-8.493171E-05,0.135,47,0.009000001,-0.0001262226,0.135,97
0.0099,-0.0001940337,0.1485,46,0.0099,-0.0001775845,0.1485,100
0.0108,-0.0002155184,0.162,46,0.0108,-0.0002621805,0.162,98
0.0117,-6.143282E-05,0.1755,46,0.0117,-0.000164828,0.1755,97
0.0126,-2.652018E-05,0.189,45,0.0126,5.035477E-06,0.189,99
0.0135,1.007095E-06,0.2025,46,0.0135,6.344701E-05,0.2025,100
0.0144,6.881819E-05,0.216,46,0.0144,7.150377E-05,0.216,97
0.0153,6.478981E-05,0.2295,45,0.0153,4.867628E-05,0.2295,99
0.0162,3.323415E-05,0.243,45,0.0162,-0.0001238727,0.243,99
0.0171,-2.987716E-05,0.2565,46,0.0171,-0.0002396887,0.2565,100
0.018,-8.123904E-05,0.27,46,0.018,-0.0002145113,0.27,100
0.0189,-2.24918E-05,0.2835,46,0.0189,-0.000200412,0.2835,102
0.0198,1.980621E-05,0.297,46,0.0198,-0.0001332723,0.297,98
0.0207,4.666209E-05,0.3105,45,0.0207,0.000109102,0.3105,99
0.0216,-1.040665E-05,0.324,46,0.0216,0.0004441291,0.324,99
0.0225,1.376364E-05,0.3375,44,0.0225,0.000327306,0.3375,101
0.0234,8.96315E-05,0.351,46,0.0234,0.0001279011,0.351,100
0.0243,3.323415E-05,0.3645,46,0.0243,9.668116E-05,0.3645,99
0.0252,2.349889E-06,0.378,46,0.0252,2.652018E-05,0.378,99
0.0261,-1.779202E-05,0.3915,46,0.0261,-7.049668E-06,0.3915,98
0.027,-7.586786E-05,0.405,46,0.027,-2.28275E-05,0.405,98
0.0279,-0.0001084306,0.4185,46,0.0279,-4.934768E-05,0.4185,100
0.0288,-1.779202E-05,0.432,45,0.0288,-0.0001000381,0.432,98
0.0297,3.021286E-06,0.4455,46,0.0297,-8.82887E-05,0.4455,99
