X[s],"Trigno IM sensor 3: EMG 3 (IM)",X[s],"Trigno IM sensor 3: Mag 3.Z (IM)",X[s],"Trigno IM sensor 4: EMG 4 (IM)",X[s],"Trigno IM sensor 4: Mag 4.Z (IM)"
0.000000,6.713969E-07,0.000000,119,0.000000,-3.692683E-06,0.000000,0
0.0009,-1.913481E-05,0.0135,120,0.0009,1.376364E-05,0.0135,0
0.0018,-2.1149E-05,0.027,120,0.0018,4.46479E-05,0.027,1
0.0027,-8.392462E-06,0.0405,119,0.0027,3.054856E-05,0.0405,-3
0.0036,-5.539025E-05,0.054,118,0.0036,5.035477E-06,0.054,0
0.0045,-4.39765E-05,0.0675,120,0.0045,-7.721065E-06,0.0675,-2
0.0054,-1.107805E-05,0.081,118,0.0054,-5.035477E-06,0.081,1
0.0063,-2.047761E-05,0.0945,119,0.0063,-1.040665E-05,0.0945,-3
0.0072,-2.349889E-06,0.108,119,0.0072,-2.349889E-06,0.108,-1
0.0081,-2.18204E-05,0.1215,119,0.0081,-3.088426E-05,0.1215,0
0.009000001,-3.356985E-05,0.135,119,0.009000001,-3.088426E-05,0.135,1
0.0099,1.040665E-05,0.1485,119,0.0099,-1.242084E-05,0.1485,3
0.0108,1.980621E-05,0.162,119,0.0108,3.356985E-07,0.162,2
0.0117,2.349889E-05,0.1755,119,0.0117,-1.107805E-05,0.1755,2
0.0126,1.040665E-05,0.189,120,0.0126,-2.047761E-05,0.189,-1
0.0135,1.577783E-05,0.2025,119,0.0135,-3.390555E-05,0.2025,-1
0.0144,4.666209E-05,0.216,120,0.0144,-5.606165E-05,0.216,1
0.0153,2.081331E-05,0.2295,120,0.0153,-4.599069E-05,0.2295,1
0.0162,6.378271E-06,0.243,120,0.0162,-3.323415E-05,0.243,0
0.0171,1.309224E-05,0.2565,119,0.0171,-4.733349E-05,0.2565,0
0.018,-4.028382E-06,0.27,118,0.018,-5.471885E-05,0.27,-4
0.0189,1.678492E-06,0.2835,119,0.0189,-2.584878E-05,0.2835,0
0.0198,1.812772E-05,0.297,118,0.0198,-3.524834E-05,0.297,0
0.0207,4.36408E-06,0.3105,120,0.0207,-3.927672E-05,0.3105,0
0.0216,-1.577783E-05,0.324,120,0.0216,-2.853437E-05,0.324,2
0.0225,1.007095E-06,0.3375,120,0.0225,-1.947051E-05,0.3375,0
0.0234,-4.36408E-06,0.351,120,0.0234,-2.081331E-05,0.351,2
0.0243,-3.591974E-05,0.3645,119,0.0243,-5.337606E-05,0.3645,0
0.0252,3.155566E-05,0.378,119,0.0252,-4.901198E-05,0.378,0
0.0261,2.719158E-05,0.3915,119,0.0261,-4.46479E-05,0.3915,-1
0.027,-5.706874E-06,0.405,120,0.027,-4.196231E-05,0.405,0
0.0279,3.356985E-06,0.4185,121,0.0279,-4.129091E-05,0.4185,0
0.0288,1.309224E-05,0.432,119,0.0288,-6.64683E-05,0.432,0
0.0297,-2.014191E-06,0.4455,119,0.0297,-2.652018E-05,0.4455,0
0.0306,-5.304036E-05,0.459,120,0.0306,-3.356985E-06,0.459,-3
0.0315,-3.860533E-05,0.4725,120,0.0315,-4.733349E-05,0.4725,0
0.0324,-1.913481E-05,0.486,120,0.0324,-7.150377E-05,0.486,1
0.0333,-2.819867E-05,0.4995,119,0.0333,9.063859E-06,0.4995,-2
0.0342,-8.728161E-06,0.513,119,0.0342,-5.706874E-06,0.513,-1
0.0351,-7.049668E-06,0.5265,118,0.0351,-5.404745E-05,0.5265,0
0.036,-1.779202E-05,0.54,120,0.036,-3.356985E-06,0.54,2
0.0369,3.356985E-07,0.5535,119,0.0369,2.786297E-05,0.5535,1
0.0378,-1.007095E-06,0.567,120,0.0378,1.007095E-06,0.567,0
0.0387,2.28275E-05,0.5805,119,0.0387,-2.584878E-05,0.5805,0
0.0396,5.035477E-06,0.594,119,0.0396,1.980621E-05,0.594,0
0.0405,1.409934E-05,0.6075,117,0.0405,-2.685588E-06,0.6075,0
0.0414,-1.678492E-06,0.621,117,0.0414,-1.745632E-05,0.621,0
0.0423,-5.035477E-06,0.6345,118,0.0423,-3.994812E-05,0.6345,1
0.0432,-9.063859E-06,0.648,119,0.0432,7.049668E-06,0.648,0
0.0441,-4.39765E-05,0.6615,119,0.0441,7.385367E-06,0.6615,0
0.045,-3.356985E-05,0.675,119,0.045,-3.726253E-05,0.675,0
0.0459,5.035477E-06,0.6885,118,0.0459,-3.826963E-05,0.6885,0
0.0468,-3.591974E-05,0.702,120,0.0468,3.121996E-05,0.702,-1
0.0477,-4.49836E-05,0.7155,120,0.0477,-4.028382E-06,0.7155,0
0.0486,1.309224E-05,0.729,119,0.0486,-4.934768E-05,0.729,4
0.0495,7.721065E-06,0.7425,120,0.0495,2.652018E-05,0.7425,0
0.0504,5.706874E-06,0.756,119,0.0504,2.752728E-05,0.756,0
0.0513,3.692683E-06,0.7695,121,0.0513,-2.920577E-05,0.7695,-4
0.0522,3.860533E-05,0.783,119,0.0522,-3.591974E-05,0.783,2
0.0531,1.510643E-05,0.7965,120,0.0531,2.1149E-05,0.7965,-3
0.054,1.745632E-05,0.81,118,0.054,3.021286E-06,0.81,1
0.0549,2.349889E-06,0.8235,120,0.0549,-1.510643E-05,0.8235,1
0.0558,6.713969E-06,0.837,120,0.0558,-5.438316E-05,0.837,-3
0.0567,-5.035477E-06,0.8505,120,0.0567,-1.040665E-05,0.8505,0
0.0576,-4.632639E-05,0.864,121,0.0576,2.517739E-05,0.864,-1
0.0585,-4.263371E-05,0.8775,120,0.0585,-1.913481E-05,0.8775,0
0.0594,-4.834058E-05,0.891,118,0.0594,-3.793393E-05,0.891,0
0.0603,-3.659113E-05,0.9045,120,0.0603,2.1149E-05,0.9045,-1
0.0612,-9.735256E-06,0.918,119,0.0612,6.378271E-06,0.918,-3
0.0621,-3.558404E-05,0.9315,119,0.0621,-6.076142E-05,0.9315,0
0.063,-2.383459E-05,0.945,120,0.063,-5.706874E-06,0.945,-3
0.0639,2.752728E-05,0.9585,119,0.0639,1.174945E-05,0.9585,0
0.0648,-2.316319E-05,0.972,119,0.0648,-3.726253E-05,0.972,0
0.0657,-3.390555E-05,0.9855,120,0.0657,-2.719158E-05,0.9855,0
0.0666,-1.376364E-05,0.999,121,0.0666,1.812772E-05,0.999,-2
0.0675,-1.644922E-05,1.0125,119,0.0675,-1.040665E-05,1.0125,0
0.0684,-1.644922E-05,1.026,120,0.0684,-2.618448E-05,1.026,-4
0.0693,-6.042573E-06,1.0395,120,0.0693,-5.539025E-05,1.0395,-2
0.0702,4.666209E-05,1.053,121,0.0702,-3.390555E-05,1.053,-1
0.0711,5.807584E-05,1.0665,121,0.0711,-3.021286E-06,1.0665,0
0.072,3.726253E-05,1.08,120,0.072,-6.042573E-05,1.08,0
0.0729,5.203327E-05,1.0935,120,0.0729,-6.411841E-05,1.0935,0
0.07380001,9.735256E-06,1.107,121,0.07380001,1.141375E-05,1.107,0
0.07470001,-9.735256E-06,1.1205,120,0.07470001,-2.618448E-05,1.1205,0
0.0756,1.242084E-05,1.134,121,0.0756,-7.553216E-05,1.134,0
0.0765,-5.706874E-06,1.1475,122,0.0765,-2.685588E-06,1.1475,-1
0.0774,-2.618448E-05,1.161,121,0.0774,1.040665E-05,1.161,1
0.0783,-4.263371E-05,1.1745,121,0.0783,-4.666209E-05,1.1745,1
0.0792,-4.901198E-05,1.188,122,0.0792,-2.484169E-05,1.188,-1
0.0801,-3.994812E-05,1.2015,122,0.0801,2.047761E-05,1.2015,-4
0.081,-8.392462E-06,1.215,122,0.081,9.063859E-06,1.215,2
0.0819,1.040665E-05,1.2285,123,0.0819,-1.409934E-05,1.2285,-2
0.0828,-8.392462E-06,1.242,124,0.0828,-2.450599E-05,1.242,-2
0.0837,-5.706874E-06,1.2555,122,0.0837,-1.510643E-05,1.2555,0
0.0846,2.1149E-05,1.269,122,0.0846,-1.342794E-05,1.269,0
0.0855,1.678492E-06,1.2825,122,0.0855,-3.256275E-05,1.2825,-1
0.0864,7.385367E-06,1.296,121,0.0864,-5.203327E-05,1.296,-1
0.0873,1.242084E-05,1.3095,122,0.0873,-1.678492E-06,1.3095,0
0.0882,-2.316319E-05,1.323,123,0.0882,-7.049668E-06,1.323,-2
0.0891,7.049668E-06,1.3365,122,0.0891,-6.311131E-05,1.3365,0
0.09,2.719158E-05,1.35,123,0.09,7.049668E-06,1.35,2
0.0909,-2.349889E-05,1.3635,123,0.0909,4.599069E-05,1.3635,0
0.0918,-2.652018E-05,1.377,123,0.0918,-3.054856E-05,1.377,0
0.0927,-1.208515E-05,1.3905,124,0.0927,-3.826963E-05,1.3905,0
0.0936,-2.047761E-05,1.404,123,0.0936,6.378271E-06,1.404,0
0.09450001,-3.256275E-05,1.4175,123,0.09450001,-7.721065E-06,1.4175,0
0.09540001,-1.040665E-05,1.431,123,0.09540001,-2.618448E-05,1.431,0
0.09630001,-3.356985E-06,1.4445,123,0.09630001,-6.344701E-05,1.4445,0
0.0972,-3.222705E-05,1.458,123,0.0972,-3.692683E-06,1.458,1
0.0981,-5.539025E-05,1.4715,123,0.0981,4.33051E-05,1.4715,-2
0.099,-4.129091E-05,1.485,123,0.099,-2.28275E-05,1.485,-1
0.0999,-2.618448E-05,1.4985,121,0.0999,-3.793393E-05,1.4985,-1
0.1008,-1.846342E-05,1.512,123,0.1008,1.577783E-05,1.512,0
0.1017,-7.049668E-06,1.5255,122,0.1017,-1.107805E-05,1.5255,0
0.1026,-1.007095E-06,1.539,124,0.1026,-4.699779E-05,1.539,0
0.1035,-1.242084E-05,1.5525,123,0.1035,-4.028382E-06,1.5525,0
0.1044,-2.685588E-06,1.566,123,0.1044,3.356985E-06,1.566,0
0.1053,-2.383459E-05,1.5795,123,0.1053,-5.203327E-05,1.5795,0
