X[s],"R TIBIALIS ANTERIOR: EMG 1",X[s],"R TIBIALIS ANTERIOR: ACC X 1",X[s],"R TIBIALIS ANTERIOR: ACC Y 1",X[s],"R TIBIALIS ANTERIOR: ACC Z 1",X[s],"R PERONEUS LONGUS: EMG 2",X[s],"R PERONEUS LONGUS: ACC X 2",X[s],"R PERONEUS LONGUS: ACC Y 2",X[s],"R PERONEUS LONGUS: ACC Z 2",X[s],"R GASTROCNEMIUS: EMG 3",X[s],"R GASTROCNEMIUS: ACC X 3",X[s],"R GASTROCNEMIUS: ACC Y 3",X[s],"R GASTROCNEMIUS: ACC Z 3",X[s],"R RECTUS FEMORIS: EMG 4",X[s],"R RECTUS FEMORIS: ACC X 4",X[s],"R RECTUS FEMORIS: ACC Y 4",X[s],"R RECTUS FEMORIS: ACC Z 4",X[s],"R_Tibia: EMG 5 (IM)",X[s],"R_Tibia: ACC X 5 (IM)",X[s],"R_Tibia: ACC Y 5 (IM)",X[s],"R_Tibia: ACC Z 5 (IM)",X[s],"R_Tibia: Gyro X 5 (IM)",X[s],"R_Tibia: Gyro Y 5 (IM)",X[s],"R_Tibia: Gyro Z 5 (IM)",X[s],"R_Tibia: Mag X 5 (IM)",X[s],"R_Tibia: Mag Y 5 (IM)",X[s],"R_Tibia: Mag Z 5 (IM)",X[s],"R_Foot_Switch: EMG 16",X[s],"R_Foot_Switch: ACC X 16",X[s],"R_Foot_Switch: ACC Y 16",X[s],"R_Foot_Switch: ACC Z 16"
1.613769,8.274968E-05,20.979,0,20.979,0,20.979,0,1.613769,5.958648E-05,20.979,0,20.979,0,20.979,0,1.613769,6.764325E-05,20.979,0,20.979,0,20.979,0,1.613769,-6.344702E-05,20.979,0,20.979,0,20.979,0,2.7972,-0.004177432,20.979,0,20.979,0,20.979,0,20.979,0,20.979,0,20.979,0,41.958,0,41.958,0,41.958,0,1.613769,-48.46683,20.979,0,20.979,0,20.979,0
1.614288,8.845655E-05,20.98575,0,20.98575,0,20.98575,0,1.614288,6.881819E-05,20.98575,0,20.98575,0,20.98575,0,1.614288,5.941863E-05,20.98575,0,20.98575,0,20.98575,0,1.614288,-6.411842E-05,20.98575,0,20.98575,0,20.98575,0,2.7981,-0.004125063,20.98575,0,20.98575,0,20.98575,0,20.98575,0,20.98575,0,20.98575,0,41.9715,0,41.9715,0,41.9715,0,1.614288,-48.46683,20.98575,0,20.98575,0,20.98575,0
1.614808,6.831464E-05,20.9925,0,20.9925,0,20.9925,0,1.614808,6.562906E-05,20.9925,0,20.9925,0,20.9925,0,1.614808,5.069047E-05,20.9925,0,20.9925,0,20.9925,0,1.614808,-6.327917E-05,20.9925,0,20.9925,0,20.9925,0,2.799,-0.004071352,20.9925,0,20.9925,0,20.9925,0,20.9925,0,20.9925,0,20.9925,0,41.985,0,41.985,0,41.985,0,1.614808,-48.46683,20.9925,0,20.9925,0,20.9925,0
1.615327,5.48867E-05,20.99925,0,20.99925,0,20.99925,0,1.615327,4.548715E-05,20.99925,0,20.99925,0,20.99925,0,1.615327,4.481575E-05,20.99925,0,20.99925,0,20.99925,0,1.615327,-6.210422E-05,20.99925,0,20.99925,0,20.99925,0,2.7999,-0.004020325,20.99925,0,20.99925,0,20.99925,0,20.99925,0,20.99925,0,20.99925,0,41.9985,0,41.9985,0,41.9985,0,1.615327,-48.46683,20.99925,0,20.99925,0,20.99925,0
1.615846,5.606165E-05,21.006,0,21.006,0,21.006,0,1.615846,5.774014E-05,21.006,0,21.006,0,21.006,0,1.615846,4.59907E-05,21.006,0,21.006,0,21.006,0,1.615846,-6.210422E-05,21.006,0,21.006,0,21.006,0,2.8008,-0.003970642,21.006,0,21.006,0,21.006,0,21.006,0,21.006,0,21.006,0,42.012,0,42.012,0,42.012,0,1.615846,-48.46683,21.006,0,21.006,0,21.006,0
1.616365,4.750134E-05,21.01275,0,21.01275,0,21.01275,0,1.616365,8.711375E-05,21.01275,0,21.01275,0,21.01275,0,1.616365,4.548715E-05,21.01275,0,21.01275,0,21.01275,0,1.616365,-6.344702E-05,21.01275,0,21.01275,0,21.01275,0,2.8017,-0.003920958,21.01275,0,21.01275,0,21.01275,0,21.01275,0,21.01275,0,21.01275,0,42.0255,0,42.0255,0,42.0255,0,1.616365,-48.46683,21.01275,0,21.01275,0,21.01275,0
1.616885,2.333105E-05,21.0195,0,21.0195,0,21.0195,0,1.616885,7.234302E-05,21.0195,0,21.0195,0,21.0195,0,1.616885,4.246586E-05,21.0195,0,21.0195,0,21.0195,0,1.616885,-6.512551E-05,21.0195,0,21.0195,0,21.0195,0,2.8026,-0.003872618,21.0195,0,21.0195,0,21.0195,0,21.0195,0,21.0195,0,21.0195,0,42.039,0,42.039,0,42.039,0,1.616885,-48.46683,21.0195,0,21.0195,0,21.0195,0
1.617404,5.371176E-06,21.02625,0,21.02625,0,21.02625,0,1.617404,2.299535E-05,21.02625,0,21.02625,0,21.02625,0,1.617404,4.380865E-05,21.02625,0,21.02625,0,21.02625,0,1.617404,-6.495766E-05,21.02625,0,21.02625,0,21.02625,0,2.8035,-0.003824277,21.02625,0,21.02625,0,21.02625,0,21.02625,0,21.02625,0,21.02625,0,42.0525,0,42.0525,0,42.0525,0,1.617404,-48.46683,21.02625,0,21.02625,0,21.02625,0
1.617923,5.203327E-06,21.033,0,21.033,0,21.033,0,1.617923,-1.661708E-05,21.033,0,21.033,0,21.033,0,1.617923,4.666209E-05,21.033,0,21.033,0,21.033,0,1.617923,-6.092927E-05,21.033,0,21.033,0,21.033,0,2.8044,-0.003775937,21.033,0,21.033,0,21.033,0,21.033,0,21.033,0,21.033,0,42.066,0,42.066,0,42.066,0,1.617923,-48.46683,21.033,0,21.033,0,21.033,0
1.618442,1.393149E-05,21.03975,0,21.03975,0,21.03975,0,1.618442,-4.46479E-05,21.03975,0,21.03975,0,21.03975,0,1.618442,4.783703E-05,21.03975,0,21.03975,0,21.03975,0,1.618442,-5.52224E-05,21.03975,0,21.03975,0,21.03975,0,2.8053,-0.003730282,21.03975,0,21.03975,0,21.03975,0,21.03975,0,21.03975,0,21.03975,0,42.0795,0,42.0795,0,42.0795,0,1.618442,-48.46683,21.03975,0,21.03975,0,21.03975,0
1.618962,1.829557E-05,21.0465,0,21.0465,0,21.0465,0,1.618962,-5.941863E-05,21.0465,0,21.0465,0,21.0465,0,1.618962,5.085832E-05,21.0465,0,21.0465,0,21.0465,0,1.618962,-5.337606E-05,21.0465,0,21.0465,0,21.0465,0,2.8062,-0.003683284,21.0465,0,21.0465,0,21.0465,0,21.0465,0,21.0465,0,21.0465,0,42.093,0,42.093,0,42.093,0,1.618962,-48.46683,21.0465,0,21.0465,0,21.0465,0
1.619481,2.333105E-05,21.05325,0,21.05325,0,21.05325,0,1.619481,-4.750134E-05,21.05325,0,21.05325,0,21.05325,0,1.619481,5.673304E-05,21.05325,0,21.05325,0,21.05325,0,1.619481,-5.186542E-05,21.05325,0,21.05325,0,21.05325,0,2.8071,-0.0036383,21.05325,0,21.05325,0,21.05325,0,21.05325,0,21.05325,0,21.05325,0,42.1065,0,42.1065,0,42.1065,0,1.619481,-48.46683,21.05325,0,21.05325,0,21.05325,0
1.62,3.189136E-05,21.06,0,21.06,0,21.06,0,1.62,-1.795987E-05,21.06,0,21.06,0,21.06,0,1.62,6.361487E-05,21.06,0,21.06,0,21.06,0,1.62,-4.951553E-05,21.06,0,21.06,0,21.06,0,2.808,-0.003593317,21.06,0,21.06,0,21.06,0,21.06,0,21.06,0,21.06,0,42.12,0,42.12,0,42.12,0,1.62,-48.46683,21.06,0,21.06,0,21.06,0
1.620519,3.524834E-05,21.06675,0,21.06675,0,21.06675,0,1.620519,1.225299E-05,21.06675,0,21.06675,0,21.06675,0,1.620519,6.814679E-05,21.06675,0,21.06675,0,21.06675,0,1.620519,-4.682994E-05,21.06675,0,21.06675,0,21.06675,0,2.8089,-0.002848737,21.06675,0,21.06675,0,21.06675,0,21.06675,0,21.06675,0,21.06675,0,42.1335,0,42.1335,0,42.1335,0,1.620519,-48.46683,21.06675,0,21.06675,0,21.06675,0
1.621038,2.433814E-05,21.0735,0,21.0735,0,21.0735,0,1.621038,4.045167E-05,21.0735,0,21.0735,0,21.0735,0,1.621038,6.327917E-05,21.0735,0,21.0735,0,21.0735,0,1.621038,-4.548715E-05,21.0735,0,21.0735,0,21.0735,0,2.8098,-0.001947051,21.0735,0,21.0735,0,21.0735,0,21.0735,0,21.0735,0,21.0735,0,42.147,0,42.147,0,42.147,0,1.621038,-48.46683,21.0735,0,21.0735,0,21.0735,0
1.621558,4.531929E-06,21.08025,0,21.08025,0,21.08025,0,1.621558,4.750134E-05,21.08025,0,21.08025,0,21.08025,0,1.621558,4.884413E-05,21.08025,0,21.08025,0,21.08025,0,1.621558,-4.615854E-05,21.08025,0,21.08025,0,21.08025,0,2.8107,-0.001343801,21.08025,0,21.08025,0,21.08025,0,21.08025,0,21.08025,0,21.08025,0,42.1605,0,42.1605,0,42.1605,0,1.621558,-48.46683,21.08025,0,21.08025,0,21.08025,0
1.622077,-1.460288E-05,21.087,0,21.087,0,21.087,0,1.622077,2.937362E-05,21.087,0,21.087,0,21.087,0,1.622077,3.642328E-05,21.087,0,21.087,0,21.087,0,1.622077,-4.733349E-05,21.087,0,21.087,0,21.087,0,2.8116,-0.0007502861,21.087,0,21.087,0,21.087,0,21.087,0,21.087,0,21.087,0,42.174,0,42.174,0,42.174,0,1.622077,-48.46683,21.087,0,21.087,0,21.087,0
1.622596,-2.551308E-05,21.09375,0,21.09375,0,21.09375,0,1.622596,-2.014191E-06,21.09375,0,21.09375,0,21.09375,0,1.622596,3.37377E-05,21.09375,0,21.09375,0,21.09375,0,1.622596,-4.649424E-05,21.09375,0,21.09375,0,21.09375,0,2.8125,-0.0002047761,21.09375,0,21.09375,0,21.09375,0,21.09375,0,21.09375,0,21.09375,0,42.1875,0,42.1875,0,42.1875,0,1.622596,-48.46683,21.09375,0,21.09375,0,21.09375,0
1.623115,-1.544213E-05,21.1005,0,21.1005,0,21.1005,0,1.623115,-4.112306E-05,21.1005,0,21.1005,0,21.1005,0,1.623115,3.675898E-05,21.1005,0,21.1005,0,21.1005,0,1.623115,-4.36408E-05,21.1005,0,21.1005,0,21.1005,0,2.8134,0.0002769512,21.1005,0,21.1005,0,21.1005,0,21.1005,0,21.1005,0,21.1005,0,42.201,0,42.201,0,42.201,0,1.623115,-48.46683,21.1005,0,21.1005,0,21.1005,0
1.623635,2.18204E-06,21.10725,0,21.10725,0,21.10725,0,1.623635,-7.368581E-05,21.10725,0,21.10725,0,21.10725,0,1.623635,3.3402E-05,21.10725,0,21.10725,0,21.10725,0,1.623635,-4.045167E-05,21.10725,0,21.10725,0,21.10725,0,2.8143,0.0007044633,21.10725,0,21.10725,0,21.10725,0,21.10725,0,21.10725,0,21.10725,0,42.2145,0,42.2145,0,42.2145,0,1.623635,-48.46683,21.10725,0,21.10725,0,21.10725,0
1.624154,1.208515E-05,21.114,0,21.114,0,21.114,0,1.624154,-7.301442E-05,21.114,0,21.114,0,21.114,0,1.624154,2.484169E-05,21.114,0,21.114,0,21.114,0,1.624154,-3.910888E-05,21.114,0,21.114,0,21.114,0,2.8152,0.001088167,21.114,0,21.114,0,21.114,0,21.114,0,21.114,0,21.114,0,42.228,0,42.228,0,42.228,0,1.624154,-48.46683,21.114,0,21.114,0,21.114,0
1.624673,2.064546E-05,21.12075,0,21.12075,0,21.12075,0,1.624673,-2.450599E-05,21.12075,0,21.12075,0,21.12075,0,1.624673,1.577783E-05,21.12075,0,21.12075,0,21.12075,0,1.624673,-3.978027E-05,21.12075,0,21.12075,0,21.12075,0,2.8161,0.001423865,21.12075,0,21.12075,0,21.12075,0,21.12075,0,21.12075,0,21.12075,0,42.2415,0,42.2415,0,42.2415,0,1.624673,-48.46683,21.12075,0,21.12075,0,21.12075,0
1.625192,3.172351E-05,21.1275,0,21.1275,0,21.1275,0,1.625192,1.661708E-05,21.1275,0,21.1275,0,21.1275,0,1.625192,7.049668E-06,21.1275,0,21.1275,0,21.1275,0,1.625192,-4.29694E-05,21.1275,0,21.1275,0,21.1275,0,2.817,0.001712901,21.1275,0,21.1275,0,21.1275,0,21.1275,0,21.1275,0,21.1275,0,42.255,0,42.255,0,42.255,0,1.625192,-48.46683,21.1275,0,21.1275,0,21.1275,0
1.625712,3.440909E-05,21.13425,0,21.13425,0,21.13425,0,1.625712,-2.735943E-05,21.13425,0,21.13425,0,21.13425,0,1.625712,2.014191E-06,21.13425,0,21.13425,0,21.13425,0,1.625712,-4.414435E-05,21.13425,0,21.13425,0,21.13425,0,2.8179,0.00196434,21.13425,0,21.13425,0,21.13425,0,21.13425,0,21.13425,0,21.13425,0,42.2685,0,42.2685,0,42.2685,0,1.625712,-48.46683,21.13425,0,21.13425,0,21.13425,0
1.626231,3.088426E-05,21.141,0,21.141,0,21.141,0,1.626231,-0.0001376364,21.141,0,21.141,0,21.141,0,1.626231,5.203327E-06,21.141,0,21.141,0,21.141,0,1.626231,-4.078737E-05,21.141,0,21.141,0,21.141,0,2.8188,0.00218053,21.141,0,21.141,0,21.141,0,21.141,0,21.141,0,21.141,0,42.282,0,42.282,0,42.282,0,1.626231,-48.46683,21.141,0,21.141,0,21.141,0
1.62675,2.400244E-05,21.14775,0,21.14775,0,21.14775,0,1.62675,-0.0001660029,21.14775,0,21.14775,0,21.14775,0,1.62675,1.309224E-05,21.14775,0,21.14775,0,21.14775,0,1.62675,-3.440909E-05,21.14775,0,21.14775,0,21.14775,0,2.8197,0.002359121,21.14775,0,21.14775,0,21.14775,0,21.14775,0,21.14775,0,21.14775,0,42.2955,0,42.2955,0,42.2955,0,1.62675,-48.46683,21.14775,0,21.14775,0,21.14775,0
1.627269,1.493858E-05,21.1545,0,21.1545,0,21.1545,0,1.627269,-6.411842E-05,21.1545,0,21.1545,0,21.1545,0,1.627269,2.198825E-05,21.1545,0,21.1545,0,21.1545,0,1.627269,-3.27306E-05,21.1545,0,21.1545,0,21.1545,0,2.8206,0.002504814,21.1545,0,21.1545,0,21.1545,0,21.1545,0,21.1545,0,21.1545,0,42.309,0,42.309,0,42.309,0,1.627269,-48.46683,21.1545,0,21.1545,0,21.1545,0
1.627788,1.326009E-05,21.16125,0,21.16125,0,21.16125,0,1.627788,5.673304E-05,21.16125,0,21.16125,0,21.16125,0,1.627788,2.467384E-05,21.16125,0,21.16125,0,21.16125,0,1.627788,-3.508049E-05,21.16125,0,21.16125,0,21.16125,0,2.8215,0.002619623,21.16125,0,21.16125,0,21.16125,0,21.16125,0,21.16125,0,21.16125,0,42.3225,0,42.3225,0,42.3225,0,1.627788,-48.46683,21.16125,0,21.16125,0,21.16125,0
1.628308,1.712062E-05,21.168,0,21.168,0,21.168,0,1.628308,0.0001196765,21.168,0,21.168,0,21.168,0,1.628308,1.997406E-05,21.168,0,21.168,0,21.168,0,1.628308,-3.709468E-05,21.168,0,21.168,0,21.168,0,2.8224,0.002712276,21.168,0,21.168,0,21.168,0,21.168,0,21.168,0,21.168,0,42.336,0,42.336,0,42.336,0,1.628308,-48.46683,21.168,0,21.168,0,21.168,0
1.628827,1.510643E-05,21.17475,0,21.17475,0,21.17475,0,1.628827,0.0001351186,21.17475,0,21.17475,0,21.17475,0,1.628827,2.064546E-05,21.17475,0,21.17475,0,21.17475,0,1.628827,-3.457694E-05,21.17475,0,21.17475,0,21.17475,0,2.8233,0.002778073,21.17475,0,21.17475,0,21.17475,0,21.17475,0,21.17475,0,21.17475,0,42.3495,0,42.3495,0,42.3495,0,1.628827,-48.46683,21.17475,0,21.17475,0,21.17475,0
1.629346,5.706875E-06,21.1815,0,21.1815,0,21.1815,0,1.629346,0.0001064164,21.1815,0,21.1815,0,21.1815,0,1.629346,3.27306E-05,21.1815,0,21.1815,0,21.1815,0,1.629346,-2.970932E-05,21.1815,0,21.1815,0,21.1815,0,2.8242,0.002819699,21.1815,0,21.1815,0,21.1815,0,21.1815,0,21.1815,0,21.1815,0,42.363,0,42.363,0,42.363,0,1.629346,-48.46683,21.1815,0,21.1815,0,21.1815,0
1.629865,-7.888914E-06,21.18825,0,21.18825,0,21.18825,0,1.629865,3.239491E-05,21.18825,0,21.18825,0,21.18825,0,1.629865,3.910888E-05,21.18825,0,21.18825,0,21.18825,0,1.629865,-2.702373E-05,21.18825,0,21.18825,0,21.18825,0,2.8251,0.00284387,21.18825,0,21.18825,0,21.18825,0,21.18825,0,21.18825,0,21.18825,0,42.3765,0,42.3765,0,42.3765,0,1.629865,-48.46683,21.18825,0,21.18825,0,21.18825,0
1.630385,-1.728847E-05,21.195,0,21.195,0,21.195,0,1.630385,-5.55581E-05,21.195,0,21.195,0,21.195,0,1.630385,3.27306E-05,21.195,0,21.195,0,21.195,0,1.630385,-2.702373E-05,21.195,0,21.195,0,21.195,0,2.826,0.002850584,21.195,0,21.195,0,21.195,0,21.195,0,21.195,0,21.195,0,42.39,0,42.39,0,42.39,0,1.630385,-48.46683,21.195,0,21.195,0,21.195,0
1.630904,-1.829557E-05,21.20175,0,21.20175,0,21.20175,0,1.630904,-0.0001114519,21.20175,0,21.20175,0,21.20175,0,1.630904,2.702373E-05,21.20175,0,21.20175,0,21.20175,0,1.630904,-2.601663E-05,21.20175,0,21.20175,0,21.20175,0,2.8269,0.002839841,21.20175,0,21.20175,0,21.20175,0,21.20175,0,21.20175,0,21.20175,0,42.4035,0,42.4035,0,42.4035,0,1.630904,-48.46683,21.20175,0,21.20175,0,21.20175,0
1.631423,-1.107805E-05,21.2085,0,21.2085,0,21.2085,0,1.631423,-0.0001012131,21.2085,0,21.2085,0,21.2085,0,1.631423,3.054856E-05,21.2085,0,21.2085,0,21.2085,0,1.631423,-2.31632E-05,21.2085,0,21.2085,0,21.2085,0,2.8278,0.002817014,21.2085,0,21.2085,0,21.2085,0,21.2085,0,21.2085,0,21.2085,0,42.417,0,42.417,0,42.417,0,1.631423,-48.46683,21.2085,0,21.2085,0,21.2085,0
1.631942,-3.021286E-06,21.21525,0,21.21525,0,21.21525,0,1.631942,-4.011597E-05,21.21525,0,21.21525,0,21.21525,0,1.631942,2.534523E-05,21.21525,0,21.21525,0,21.21525,0,1.631942,-2.21561E-05,21.21525,0,21.21525,0,21.21525,0,2.8287,0.002782101,21.21525,0,21.21525,0,21.21525,0,21.21525,0,21.21525,0,21.21525,0,42.4305,0,42.4305,0,42.4305,0,1.631942,-48.46683,21.21525,0,21.21525,0,21.21525,0
1.632462,6.54612E-06,21.222,0,21.222,0,21.222,0,1.632462,1.678492E-07,21.222,0,21.222,0,21.222,0,1.632462,-2.685588E-06,21.222,0,21.222,0,21.222,0,1.632462,-2.333105E-05,21.222,0,21.222,0,21.222,0,2.8296,0.002736446,21.222,0,21.222,0,21.222,0,21.222,0,21.222,0,21.222,0,42.444,0,42.444,0,42.444,0,1.632462,-48.46683,21.222,0,21.222,0,21.222,0
1.632981,2.333105E-05,21.22875,0,21.22875,0,21.22875,0,1.632981,-3.860533E-06,21.22875,0,21.22875,0,21.22875,0,1.632981,-2.517739E-05,21.22875,0,21.22875,0,21.22875,0,1.632981,-2.903792E-05,21.22875,0,21.22875,0,21.22875,0,2.8305,0.002679378,21.22875,0,21.22875,0,21.22875,0,21.22875,0,21.22875,0,21.22875,0,42.4575,0,42.4575,0,42.4575,0,1.632981,-48.46683,21.22875,0,21.22875,0,21.22875,0
1.6335,4.129091E-05,21.2355,0,21.2355,0,21.2355,0,1.6335,-2.853437E-06,21.2355,0,21.2355,0,21.2355,0,1.6335,-1.963836E-05,21.2355,0,21.2355,0,21.2355,0,1.6335,-3.877318E-05,21.2355,0,21.2355,0,21.2355,0,2.8314,0.002620294,21.2355,0,21.2355,0,21.2355,0,21.2355,0,21.2355,0,21.2355,0,42.471,0,42.471,0,42.471,0,1.6335,-48.46683,21.2355,0,21.2355,0,21.2355,0
1.634019,4.39765E-05,21.24225,0,21.24225,0,21.24225,0,1.634019,1.678492E-06,21.24225,0,21.24225,0,21.24225,0,1.634019,-4.531929E-06,21.24225,0,21.24225,0,21.24225,0,1.634019,-4.46479E-05,21.24225,0,21.24225,0,21.24225,0,2.8323,0.002552483,21.24225,0,21.24225,0,21.24225,0,21.24225,0,21.24225,0,21.24225,0,42.4845,0,42.4845,0,42.4845,0,1.634019,-48.46683,21.24225,0,21.24225,0,21.24225,0
1.634539,3.105211E-05,21.249,0,21.249,0,21.249,0,1.634539,-2.047761E-05,21.249,0,21.249,0,21.249,0,1.634539,5.035478E-07,21.249,0,21.249,0,21.249,0,1.634539,-4.380865E-05,21.249,0,21.249,0,21.249,0,2.8332,0.00247863,21.249,0,21.249,0,21.249,0,21.249,0,21.249,0,21.249,0,42.498,0,42.498,0,42.498,0,1.634539,-48.46683,21.249,0,21.249,0,21.249,0
1.635058,2.030976E-05,21.25575,0,21.25575,0,21.25575,0,1.635058,-4.716564E-05,21.25575,0,21.25575,0,21.25575,0,1.635058,-2.014191E-06,21.25575,0,21.25575,0,21.25575,0,1.635058,-3.944457E-05,21.25575,0,21.25575,0,21.25575,0,2.8341,0.002400748,21.25575,0,21.25575,0,21.25575,0,21.25575,0,21.25575,0,21.25575,0,42.5115,0,42.5115,0,42.5115,0,1.635058,-48.46683,21.25575,0,21.25575,0,21.25575,0
1.635577,1.292439E-05,21.2625,0,21.2625,0,21.2625,0,1.635577,-4.196231E-05,21.2625,0,21.2625,0,21.2625,0,1.635577,-7.553216E-06,21.2625,0,21.2625,0,21.2625,0,1.635577,-3.323415E-05,21.2625,0,21.2625,0,21.2625,0,2.835,0.002322866,21.2625,0,21.2625,0,21.2625,0,21.2625,0,21.2625,0,21.2625,0,42.525,0,42.525,0,42.525,0,1.635577,-48.46683,21.2625,0,21.2625,0,21.2625,0
1.636096,4.36408E-06,21.26925,0,21.26925,0,21.26925,0,1.636096,-1.141375E-05,21.26925,0,21.26925,0,21.26925,0,1.636096,-1.208515E-05,21.26925,0,21.26925,0,21.26925,0,1.636096,-2.702373E-05,21.26925,0,21.26925,0,21.26925,0,2.8359,0.002243641,21.26925,0,21.26925,0,21.26925,0,21.26925,0,21.26925,0,21.26925,0,42.5385,0,42.5385,0,42.5385,0,1.636096,-48.46683,21.26925,0,21.26925,0,21.26925,0
1.636615,-1.174945E-06,21.276,0,21.276,0,21.276,0,1.636615,1.443503E-05,21.276,0,21.276,0,21.276,0,1.636615,-6.378271E-06,21.276,0,21.276,0,21.276,0,1.636615,-2.299535E-05,21.276,0,21.276,0,21.276,0,2.8368,0.002160388,21.276,0,21.276,0,21.276,0,21.276,0,21.276,0,21.276,0,42.552,0,42.552,0,42.552,0,1.636615,-48.46683,21.276,0,21.276,0,21.276,0
1.637135,-6.042573E-06,21.28275,0,21.28275,0,21.28275,0,1.637135,9.231708E-06,21.28275,0,21.28275,0,21.28275,0,1.637135,1.02388E-05,21.28275,0,21.28275,0,21.28275,0,1.637135,-2.098116E-05,21.28275,0,21.28275,0,21.28275,0,2.8377,0.002077134,21.28275,0,21.28275,0,21.28275,0,21.28275,0,21.28275,0,21.28275,0,42.5655,0,42.5655,0,42.5655,0,1.637135,-48.46683,21.28275,0,21.28275,0,21.28275,0
1.637654,-1.12459E-05,21.2895,0,21.2895,0,21.2895,0,1.637654,-3.608759E-05,21.2895,0,21.2895,0,21.2895,0,1.637654,2.568093E-05,21.2895,0,21.2895,0,21.2895,0,1.637654,-1.695277E-05,21.2895,0,21.2895,0,21.2895,0,2.8386,0.001999252,21.2895,0,21.2895,0,21.2895,0,21.2895,0,21.2895,0,21.2895,0,42.579,0,42.579,0,42.579,0,1.637654,-48.46683,21.2895,0,21.2895,0,21.2895,0
1.638173,-1.19173E-05,21.29625,0,21.29625,0,21.29625,0,1.638173,-0.0001367971,21.29625,0,21.29625,0,21.29625,0,1.638173,3.172351E-05,21.29625,0,21.29625,0,21.29625,0,1.638173,-1.359579E-05,21.29625,0,21.29625,0,21.29625,0,2.8395,0.001917342,21.29625,0,21.29625,0,21.29625,0,21.29625,0,21.29625,0,21.29625,0,42.5925,0,42.5925,0,42.5925,0,1.638173,-48.46683,21.29625,0,21.29625,0,21.29625,0
1.638692,-1.05745E-05,21.303,0,21.303,0,21.303,0,1.638692,-0.0002113222,21.303,0,21.303,0,21.303,0,1.638692,2.719158E-05,21.303,0,21.303,0,21.303,0,1.638692,-1.409934E-05,21.303,0,21.303,0,21.303,0,2.8404,0.001835432,21.303,0,21.303,0,21.303,0,21.303,0,21.303,0,21.303,0,42.606,0,42.606,0,42.606,0,1.638692,-48.46683,21.303,0,21.303,0,21.303,0
1.639212,-1.15816E-05,21.30975,0,21.30975,0,21.30975,0,1.639212,-0.0001822843,21.30975,0,21.30975,0,21.30975,0,1.639212,2.299535E-05,21.30975,0,21.30975,0,21.30975,0,1.639212,-1.661708E-05,21.30975,0,21.30975,0,21.30975,0,2.8413,0.001760235,21.30975,0,21.30975,0,21.30975,0,21.30975,0,21.30975,0,21.30975,0,42.6195,0,42.6195,0,42.6195,0,1.639212,-48.46683,21.30975,0,21.30975,0,21.30975,0
1.639731,-1.460288E-05,21.3165,0,21.3165,0,21.3165,0,1.639731,-0.0001238727,21.3165,0,21.3165,0,21.3165,0,1.639731,2.668803E-05,21.3165,0,21.3165,0,21.3165,0,1.639731,-1.661708E-05,21.3165,0,21.3165,0,21.3165,0,2.8422,0.001684703,21.3165,0,21.3165,0,21.3165,0,21.3165,0,21.3165,0,21.3165,0,42.633,0,42.633,0,42.633,0,1.639731,-48.46683,21.3165,0,21.3165,0,21.3165,0
1.64025,-2.534523E-05,21.32325,0,21.32325,0,21.32325,0,1.64025,-7.80499E-05,21.32325,0,21.32325,0,21.32325,0,1.64025,3.474479E-05,21.32325,0,21.32325,0,21.32325,0,1.64025,-1.09102E-05,21.32325,0,21.32325,0,21.32325,0,2.8431,0.001609842,21.32325,0,21.32325,0,21.32325,0,21.32325,0,21.32325,0,21.32325,0,42.6465,0,42.6465,0,42.6465,0,1.64025,-48.46683,21.32325,0,21.32325,0,21.32325,0
1.640769,-3.776608E-05,21.33,0,21.33,0,21.33,0,1.640769,7.888914E-06,21.33,0,21.33,0,21.33,0,1.640769,4.078737E-05,21.33,0,21.33,0,21.33,0,1.640769,-1.174945E-06,21.33,0,21.33,0,21.33,0,2.844,0.001537331,21.33,0,21.33,0,21.33,0,21.33,0,21.33,0,21.33,0,42.66,0,42.66,0,42.66,0,1.640769,-48.46683,21.33,0,21.33,0,21.33,0
1.641289,-5.119402E-05,21.33675,0,21.33675,0,21.33675,0,1.641289,0.0001206836,21.33675,0,21.33675,0,21.33675,0,1.641289,4.548715E-05,21.33675,0,21.33675,0,21.33675,0,1.641289,5.874724E-06,21.33675,0,21.33675,0,21.33675,0,2.8449,0.001470192,21.33675,0,21.33675,0,21.33675,0,21.33675,0,21.33675,0,21.33675,0,42.6735,0,42.6735,0,42.6735,0,1.641289,-48.46683,21.33675,0,21.33675,0,21.33675,0
1.641808,-6.025788E-05,21.3435,0,21.3435,0,21.3435,0,1.641808,0.000158114,21.3435,0,21.3435,0,21.3435,0,1.641808,4.750134E-05,21.3435,0,21.3435,0,21.3435,0,1.641808,4.699778E-06,21.3435,0,21.3435,0,21.3435,0,2.8458,0.00140708,21.3435,0,21.3435,0,21.3435,0,21.3435,0,21.3435,0,21.3435,0,42.687,0,42.687,0,42.687,0,1.641808,-48.46683,21.3435,0,21.3435,0,21.3435,0
