X[s],"R TIBIALIS ANTERIOR: EMG 1",X[s],"R TIBIALIS ANTERIOR: ACC X 1",X[s],"R TIBIALIS ANTERIOR: ACC Y 1",X[s],"R TIBIALIS ANTERIOR: ACC Z 1",X[s],"R PERONEUS LONGUS: EMG 2",X[s],"R PERONEUS LONGUS: ACC X 2",X[s],"R PERONEUS LONGUS: ACC Y 2",X[s],"R PERONEUS LONGUS: ACC Z 2",X[s],"R GASTROCNEMIUS: EMG 3",X[s],"R GASTROCNEMIUS: ACC X 3",X[s],"R GASTROCNEMIUS: ACC Y 3",X[s],"R GASTROCNEMIUS: ACC Z 3",X[s],"R RECTUS FEMORIS: EMG 4",X[s],"R RECTUS FEMORIS: ACC X 4",X[s],"R RECTUS FEMORIS: ACC Y 4",X[s],"R RECTUS FEMORIS: ACC Z 4",X[s],"R_Tibia: EMG 5 (IM)",X[s],"R_Tibia: ACC X 5 (IM)",X[s],"R_Tibia: ACC Y 5 (IM)",X[s],"R_Tibia: ACC Z 5 (IM)",X[s],"R_Tibia: Gyro X 5 (IM)",X[s],"R_Tibia: Gyro Y 5 (IM)",X[s],"R_Tibia: Gyro Z 5 (IM)",X[s],"R_Tibia: Mag X 5 (IM)",X[s],"R_Tibia: Mag Y 5 (IM)",X[s],"R_Tibia: Mag Z 5 (IM)",X[s],"R_Foot_Switch: EMG 16",X[s],"R_Foot_Switch: ACC X 16",X[s],"R_Foot_Switch: ACC Y 16",X[s],"R_Foot_Switch: ACC Z 16"
4.878173,-3.826963E-05,63.41625,0,63.41625,0,63.41625,0,4.878173,-3.356985E-05,63.41625,0,63.41625,0,63.41625,0,4.878173,2.165255E-05,63.41625,0,63.41625,0,63.41625,0,4.878173,5.874724E-06,63.41625,0,63.41625,0,63.41625,0,8.455501,0.0001695277,63.41625,0,63.41625,0,63.41625,0,63.41625,0,63.41625,0,63.41625,0,,0,,0,,0,4.878173,-48.46683,63.41625,0,63.41625,0,63.41625,0
4.878692,1.493858E-05,63.423,0,63.423,0,63.423,0,4.878692,-1.762417E-05,63.423,0,63.423,0,63.423,0,4.878692,2.500954E-05,63.423,0,63.423,0,63.423,0,4.878692,3.692683E-06,63.423,0,63.423,0,63.423,0,8.4564,0.0001673457,63.423,0,63.423,0,63.423,0,63.423,0,63.423,0,63.423,0,,0,,0,,0,4.878692,-48.46683,63.423,0,63.423,0,63.423,0
4.879211,0.0001520714,63.42975,0,63.42975,0,63.42975,0,4.879211,-7.888914E-06,63.42975,0,63.42975,0,63.42975,0,4.879211,2.668803E-05,63.42975,0,63.42975,0,63.42975,0,4.879211,4.699778E-06,63.42975,0,63.42975,0,63.42975,0,8.4573,0.0001646601,63.42975,0,63.42975,0,63.42975,0,63.42975,0,63.42975,0,63.42975,0,,0,,0,,0,4.879211,-48.46683,63.42975,0,63.42975,0,63.42975,0
4.879731,0.0002495918,63.4365,0,63.4365,0,63.4365,0,4.879731,-1.09102E-05,63.4365,0,63.4365,0,63.4365,0,4.879731,2.954147E-05,63.4365,0,63.4365,0,63.4365,0,4.879731,2.517739E-06,63.4365,0,63.4365,0,63.4365,0,8.4582,0.0001609674,63.4365,0,63.4365,0,63.4365,0,63.4365,0,63.4365,0,63.4365,0,,0,,0,,0,4.879731,-48.46683,63.4365,0,63.4365,0,63.4365,0
4.88025,0.0002062867,63.44325,0,63.44325,0,63.44325,0,4.88025,-2.047761E-05,63.44325,0,63.44325,0,63.44325,0,4.88025,2.937362E-05,63.44325,0,63.44325,0,63.44325,0,4.88025,-4.36408E-06,63.44325,0,63.44325,0,63.44325,0,8.4591,0.0001623102,63.44325,0,63.44325,0,63.44325,0,63.44325,0,63.44325,0,63.44325,0,,0,,0,,0,4.88025,-48.46683,63.44325,0,63.44325,0,63.44325,0
4.880769,0.0001040665,63.45,0,63.45,0,63.45,0,4.880769,-2.870222E-05,63.45,0,63.45,0,63.45,0,4.880769,2.635233E-05,63.45,0,63.45,0,63.45,0,4.880769,-1.007095E-05,63.45,0,63.45,0,63.45,0,8.46,0.000160296,63.45,0,63.45,0,63.45,0,63.45,0,63.45,0,63.45,0,,0,,0,,0,4.880769,-48.46683,63.45,0,63.45,0,63.45,0
4.881289,3.675898E-05,63.45675,0,63.45675,0,63.45675,0,4.881289,-3.37377E-05,63.45675,0,63.45675,0,63.45675,0,4.881289,2.400244E-05,63.45675,0,63.45675,0,63.45675,0,4.881289,-1.208515E-05,63.45675,0,63.45675,0,63.45675,0,8.4609,0.000156939,63.45675,0,63.45675,0,63.45675,0,63.45675,0,63.45675,0,63.45675,0,,0,,0,,0,4.881289,-48.46683,63.45675,0,63.45675,0,63.45675,0
4.881808,6.54612E-06,63.4635,0,63.4635,0,63.4635,0,4.881808,-3.323415E-05,63.4635,0,63.4635,0,63.4635,0,4.881808,2.551308E-05,63.4635,0,63.4635,0,63.4635,0,4.881808,-1.359579E-05,63.4635,0,63.4635,0,63.4635,0,8.461801,0.0001555963,63.4635,0,63.4635,0,63.4635,0,63.4635,0,63.4635,0,63.4635,0,,0,,0,,0,4.881808,-48.46683,63.4635,0,63.4635,0,63.4635,0
4.882327,-1.02388E-05,63.47025,0,63.47025,0,63.47025,0,4.882327,-3.038071E-05,63.47025,0,63.47025,0,63.47025,0,4.882327,2.870222E-05,63.47025,0,63.47025,0,63.47025,0,4.882327,-1.560998E-05,63.47025,0,63.47025,0,63.47025,0,8.4627,0.0001539178,63.47025,0,63.47025,0,63.47025,0,63.47025,0,63.47025,0,63.47025,0,,0,,0,,0,4.882327,-48.46683,63.47025,0,63.47025,0,63.47025,0
4.882846,-2.366674E-05,63.477,0,63.477,0,63.477,0,4.882846,-3.105211E-05,63.477,0,63.477,0,63.477,0,4.882846,2.903792E-05,63.477,0,63.477,0,63.477,0,4.882846,-1.728847E-05,63.477,0,63.477,0,63.477,0,8.4636,0.0001508965,63.477,0,63.477,0,63.477,0,63.477,0,63.477,0,63.477,0,,0,,0,,0,4.882846,-48.46683,63.477,0,63.477,0,63.477,0
4.883366,-2.870222E-05,63.48375,0,63.48375,0,63.48375,0,4.883366,-3.27306E-05,63.48375,0,63.48375,0,63.48375,0,4.883366,3.004501E-05,63.48375,0,63.48375,0,63.48375,0,4.883366,-1.728847E-05,63.48375,0,63.48375,0,63.48375,0,8.4645,0.0001498894,63.48375,0,63.48375,0,63.48375,0,63.48375,0,63.48375,0,63.48375,0,,0,,0,,0,4.883366,-48.46683,63.48375,0,63.48375,0,63.48375,0
4.883885,-2.28275E-05,63.4905,0,63.4905,0,63.4905,0,4.883885,-3.038071E-05,63.4905,0,63.4905,0,63.4905,0,4.883885,3.071641E-05,63.4905,0,63.4905,0,63.4905,0,4.883885,-1.393149E-05,63.4905,0,63.4905,0,63.4905,0,8.4654,0.0001495537,63.4905,0,63.4905,0,63.4905,0,63.4905,0,63.4905,0,63.4905,0,,0,,0,,0,4.883885,-48.46683,63.4905,0,63.4905,0,63.4905,0
4.884404,-1.426719E-05,63.49725,0,63.49725,0,63.49725,0,4.884404,-2.601663E-05,63.49725,0,63.49725,0,63.49725,0,4.884404,2.601663E-05,63.49725,0,63.49725,0,63.49725,0,4.884404,-1.12459E-05,63.49725,0,63.49725,0,63.49725,0,8.4663,0.0001473716,63.49725,0,63.49725,0,63.49725,0,63.49725,0,63.49725,0,63.49725,0,,0,,0,,0,4.884404,-48.46683,63.49725,0,63.49725,0,63.49725,0
4.884923,-8.392462E-06,63.504,0,63.504,0,63.504,0,4.884923,-2.28275E-05,63.504,0,63.504,0,63.504,0,4.884923,2.232395E-05,63.504,0,63.504,0,63.504,0,4.884923,-8.89601E-06,63.504,0,63.504,0,63.504,0,8.4672,0.0001448539,63.504,0,63.504,0,63.504,0,63.504,0,63.504,0,63.504,0,,0,,0,,0,4.884923,-48.46683,63.504,0,63.504,0,63.504,0
4.885442,4.196231E-06,63.51075,0,63.51075,0,63.51075,0,4.885442,-2.1149E-05,63.51075,0,63.51075,0,63.51075,0,4.885442,2.383459E-05,63.51075,0,63.51075,0,63.51075,0,4.885442,-7.888914E-06,63.51075,0,63.51075,0,63.51075,0,8.468101,0.000145861,63.51075,0,63.51075,0,63.51075,0,63.51075,0,63.51075,0,63.51075,0,,0,,0,,0,4.885442,-48.46683,63.51075,0,63.51075,0,63.51075,0
4.885962,2.299535E-05,63.5175,0,63.5175,0,63.5175,0,4.885962,-1.829557E-05,63.5175,0,63.5175,0,63.5175,0,4.885962,2.803082E-05,63.5175,0,63.5175,0,63.5175,0,4.885962,-1.007095E-05,63.5175,0,63.5175,0,63.5175,0,8.469,0.0001441825,63.5175,0,63.5175,0,63.5175,0,63.5175,0,63.5175,0,63.5175,0,,0,,0,,0,4.885962,-48.46683,63.5175,0,63.5175,0,63.5175,0
4.886481,2.232395E-05,63.52425,0,63.52425,0,63.52425,0,4.886481,-1.863126E-05,63.52425,0,63.52425,0,63.52425,0,4.886481,2.937362E-05,63.52425,0,63.52425,0,63.52425,0,4.886481,-1.527428E-05,63.52425,0,63.52425,0,63.52425,0,8.4699,0.0001420005,63.52425,0,63.52425,0,63.52425,0,63.52425,0,63.52425,0,63.52425,0,,0,,0,,0,4.886481,-48.46683,63.52425,0,63.52425,0,63.52425,0
4.887,-3.356985E-06,63.531,0,63.531,0,63.531,0,4.887,-2.568093E-05,63.531,0,63.531,0,63.531,0,4.887,2.803082E-05,63.531,0,63.531,0,63.531,0,4.887,-2.047761E-05,63.531,0,63.531,0,63.531,0,8.4708,0.0001378042,63.531,0,63.531,0,63.531,0,63.531,0,63.531,0,63.531,0,,0,,0,,0,4.887,-48.46683,63.531,0,63.531,0,63.531,0
4.887519,-3.608759E-05,63.53775,0,63.53775,0,63.53775,0,4.887519,-3.289845E-05,63.53775,0,63.53775,0,63.53775,0,4.887519,2.719158E-05,63.53775,0,63.53775,0,63.53775,0,4.887519,-2.652018E-05,63.53775,0,63.53775,0,63.53775,0,8.471701,0.0001384756,63.53775,0,63.53775,0,63.53775,0,63.53775,0,63.53775,0,63.53775,0,,0,,0,,0,4.887519,-48.46683,63.53775,0,63.53775,0,63.53775,0
4.888039,-6.512551E-05,63.5445,0,63.5445,0,63.5445,0,4.888039,-3.642328E-05,63.5445,0,63.5445,0,63.5445,0,4.888039,2.668803E-05,63.5445,0,63.5445,0,63.5445,0,4.888039,-3.205921E-05,63.5445,0,63.5445,0,63.5445,0,8.4726,0.0001379721,63.5445,0,63.5445,0,63.5445,0,63.5445,0,63.5445,0,63.5445,0,,0,,0,,0,4.888039,-48.46683,63.5445,0,63.5445,0,63.5445,0
4.888558,-8.342107E-05,63.55125,0,63.55125,0,63.55125,0,4.888558,-3.575189E-05,63.55125,0,63.55125,0,63.55125,0,4.888558,2.786297E-05,63.55125,0,63.55125,0,63.55125,0,4.888558,-3.910888E-05,63.55125,0,63.55125,0,63.55125,0,8.4735,0.0001344472,63.55125,0,63.55125,0,63.55125,0,63.55125,0,63.55125,0,63.55125,0,,0,,0,,0,4.888558,-48.46683,63.55125,0,63.55125,0,63.55125,0
4.889077,-8.375677E-05,63.558,0,63.558,0,63.558,0,4.889077,-3.457694E-05,63.558,0,63.558,0,63.558,0,4.889077,2.903792E-05,63.558,0,63.558,0,63.558,0,4.889077,-4.582285E-05,63.558,0,63.558,0,63.558,0,8.474401,0.0001331044,63.558,0,63.558,0,63.558,0,63.558,0,63.558,0,63.558,0,,0,,0,,0,4.889077,-48.46683,63.558,0,63.558,0,63.558,0
4.889596,-6.814679E-05,63.56475,0,63.56475,0,63.56475,0,4.889596,-3.440909E-05,63.56475,0,63.56475,0,63.56475,0,4.889596,2.920577E-05,63.56475,0,63.56475,0,63.56475,0,4.889596,-5.001907E-05,63.56475,0,63.56475,0,63.56475,0,8.4753,0.0001344472,63.56475,0,63.56475,0,63.56475,0,63.56475,0,63.56475,0,63.56475,0,,0,,0,,0,4.889596,-48.46683,63.56475,0,63.56475,0,63.56475,0
4.890115,-4.33051E-05,63.5715,0,63.5715,0,63.5715,0,4.890115,-3.508049E-05,63.5715,0,63.5715,0,63.5715,0,4.890115,3.054856E-05,63.5715,0,63.5715,0,63.5715,0,4.890115,-5.052262E-05,63.5715,0,63.5715,0,63.5715,0,8.4762,0.0001320974,63.5715,0,63.5715,0,63.5715,0,63.5715,0,63.5715,0,63.5715,0,,0,,0,,0,4.890115,-48.46683,63.5715,0,63.5715,0,63.5715,0
4.890635,-3.038071E-05,63.57825,0,63.57825,0,63.57825,0,4.890635,-3.189136E-05,63.57825,0,63.57825,0,63.57825,0,4.890635,3.189136E-05,63.57825,0,63.57825,0,63.57825,0,4.890635,-5.220111E-05,63.57825,0,63.57825,0,63.57825,0,8.4771,0.0001279011,63.57825,0,63.57825,0,63.57825,0,63.57825,0,63.57825,0,63.57825,0,,0,,0,,0,4.890635,-48.46683,63.57825,0,63.57825,0,63.57825,0
4.891154,-3.558404E-05,63.585,0,63.585,0,63.585,0,4.891154,-2.064546E-05,63.585,0,63.585,0,63.585,0,4.891154,3.105211E-05,63.585,0,63.585,0,63.585,0,4.891154,-5.438316E-05,63.585,0,63.585,0,63.585,0,8.478001,0.0001294118,63.585,0,63.585,0,63.585,0,63.585,0,63.585,0,63.585,0,,0,,0,,0,4.891154,-48.46683,63.585,0,63.585,0,63.585,0
4.891673,-4.867628E-06,63.59175,0,63.59175,0,63.59175,0,4.891673,-7.049668E-06,63.59175,0,63.59175,0,63.59175,0,4.891673,3.038071E-05,63.59175,0,63.59175,0,63.59175,0,4.891673,-5.673304E-05,63.59175,0,63.59175,0,63.59175,0,8.4789,0.0001272297,63.59175,0,63.59175,0,63.59175,0,63.59175,0,63.59175,0,63.59175,0,,0,,0,,0,4.891673,-48.46683,63.59175,0,63.59175,0,63.59175,0
4.892192,3.575189E-05,63.5985,0,63.5985,0,63.5985,0,4.892192,6.713969E-07,63.5985,0,63.5985,0,63.5985,0,4.892192,3.30663E-05,63.5985,0,63.5985,0,63.5985,0,4.892192,-6.059357E-05,63.5985,0,63.5985,0,63.5985,0,8.4798,0.0001250477,63.5985,0,63.5985,0,63.5985,0,63.5985,0,63.5985,0,63.5985,0,,0,,0,,0,4.892192,-48.46683,63.5985,0,63.5985,0,63.5985,0
4.892712,2.769513E-05,63.60525,0,63.60525,0,63.60525,0,4.892712,2.853437E-06,63.60525,0,63.60525,0,63.60525,0,4.892712,3.675898E-05,63.60525,0,63.60525,0,63.60525,0,4.892712,-6.193637E-05,63.60525,0,63.60525,0,63.60525,0,8.4807,0.0001200122,63.60525,0,63.60525,0,63.60525,0,63.60525,0,63.60525,0,63.60525,0,,0,,0,,0,4.892712,-48.46683,63.60525,0,63.60525,0,63.60525,0
4.893231,-1.560998E-05,63.612,0,63.612,0,63.612,0,4.893231,-1.007096E-06,63.612,0,63.612,0,63.612,0,4.893231,3.541619E-05,63.612,0,63.612,0,63.612,0,4.893231,-6.428627E-05,63.612,0,63.612,0,63.612,0,8.4816,0.0001201801,63.612,0,63.612,0,63.612,0,63.612,0,63.612,0,63.612,0,,0,,0,,0,4.893231,-48.46683,63.612,0,63.612,0,63.612,0
4.89375,-5.572595E-05,63.61875,0,63.61875,0,63.61875,0,4.89375,-7.888914E-06,63.61875,0,63.61875,0,63.61875,0,4.89375,3.323415E-05,63.61875,0,63.61875,0,63.61875,0,4.89375,-6.512551E-05,63.61875,0,63.61875,0,63.61875,0,8.4825,0.0001196765,63.61875,0,63.61875,0,63.61875,0,63.61875,0,63.61875,0,63.61875,0,,0,,0,,0,4.89375,-48.46683,63.61875,0,63.61875,0,63.61875,0
4.894269,-8.274968E-05,63.6255,0,63.6255,0,63.6255,0,4.894269,-1.695277E-05,63.6255,0,63.6255,0,63.6255,0,4.894269,3.390555E-05,63.6255,0,63.6255,0,63.6255,0,4.894269,-6.243992E-05,63.6255,0,63.6255,0,63.6255,0,8.4834,0.0001159838,63.6255,0,63.6255,0,63.6255,0,63.6255,0,63.6255,0,63.6255,0,,0,,0,,0,4.894269,-48.46683,63.6255,0,63.6255,0,63.6255,0
4.894789,-4.582285E-05,63.63225,0,63.63225,0,63.63225,0,4.894789,-2.601663E-05,63.63225,0,63.63225,0,63.63225,0,4.894789,3.575189E-05,63.63225,0,63.63225,0,63.63225,0,4.894789,-6.059357E-05,63.63225,0,63.63225,0,63.63225,0,8.484301,0.0001129625,63.63225,0,63.63225,0,63.63225,0,63.63225,0,63.63225,0,63.63225,0,,0,,0,,0,4.894789,-48.46683,63.63225,0,63.63225,0,63.63225,0
4.895308,8.274968E-05,63.639,0,63.639,0,63.639,0,4.895308,-2.836652E-05,63.639,0,63.639,0,63.639,0,4.895308,3.608759E-05,63.639,0,63.639,0,63.639,0,4.895308,-5.925078E-05,63.639,0,63.639,0,63.639,0,8.4852,0.0001134661,63.639,0,63.639,0,63.639,0,63.639,0,63.639,0,63.639,0,,0,,0,,0,4.895308,-48.46683,63.639,0,63.639,0,63.639,0
4.895827,0.0001923552,63.64575,0,63.64575,0,63.64575,0,4.895827,-2.484169E-05,63.64575,0,63.64575,0,63.64575,0,4.895827,3.457694E-05,63.64575,0,63.64575,0,63.64575,0,4.895827,-6.092927E-05,63.64575,0,63.64575,0,63.64575,0,8.4861,0.0001109483,63.64575,0,63.64575,0,63.64575,0,63.64575,0,63.64575,0,63.64575,0,,0,,0,,0,4.895827,-48.46683,63.64575,0,63.64575,0,63.64575,0
4.896346,0.0001918517,63.6525,0,63.6525,0,63.6525,0,4.896346,-2.030976E-05,63.6525,0,63.6525,0,63.6525,0,4.896346,3.30663E-05,63.6525,0,63.6525,0,63.6525,0,4.896346,-6.61326E-05,63.6525,0,63.6525,0,63.6525,0,8.487,0.0001055772,63.6525,0,63.6525,0,63.6525,0,63.6525,0,63.6525,0,63.6525,0,,0,,0,,0,4.896346,-48.46683,63.6525,0,63.6525,0,63.6525,0
4.896865,0.0001310903,63.65925,0,63.65925,0,63.65925,0,4.896865,-1.678492E-05,63.65925,0,63.65925,0,63.65925,0,4.896865,3.256276E-05,63.65925,0,63.65925,0,63.65925,0,4.896865,-6.982528E-05,63.65925,0,63.65925,0,63.65925,0,8.4879,0.0001065843,63.65925,0,63.65925,0,63.65925,0,63.65925,0,63.65925,0,63.65925,0,,0,,0,,0,4.896865,-48.46683,63.65925,0,63.65925,0,63.65925,0
4.897385,7.80499E-05,63.666,0,63.666,0,63.666,0,4.897385,-1.493858E-05,63.666,0,63.666,0,63.666,0,4.897385,3.189136E-05,63.666,0,63.666,0,63.666,0,4.897385,-7.016098E-05,63.666,0,63.666,0,63.666,0,8.4888,0.0001044022,63.666,0,63.666,0,63.666,0,63.666,0,63.666,0,63.666,0,,0,,0,,0,4.897385,-48.46683,63.666,0,63.666,0,63.666,0
4.897904,4.179446E-05,63.67275,0,63.67275,0,63.67275,0,4.897904,-1.409934E-05,63.67275,0,63.67275,0,63.67275,0,4.897904,2.954147E-05,63.67275,0,63.67275,0,63.67275,0,4.897904,-6.948959E-05,63.67275,0,63.67275,0,63.67275,0,8.4897,0.000100206,63.67275,0,63.67275,0,63.67275,0,63.67275,0,63.67275,0,63.67275,0,,0,,0,,0,4.897904,-48.46683,63.67275,0,63.67275,0,63.67275,0
4.898423,7.385367E-06,63.6795,0,63.6795,0,63.6795,0,4.898423,-1.292439E-05,63.6795,0,63.6795,0,63.6795,0,4.898423,2.735943E-05,63.6795,0,63.6795,0,63.6795,0,4.898423,-6.764325E-05,63.6795,0,63.6795,0,63.6795,0,8.490601,9.869535E-05,63.6795,0,63.6795,0,63.6795,0,63.6795,0,63.6795,0,63.6795,0,,0,,0,,0,4.898423,-48.46683,63.6795,0,63.6795,0,63.6795,0
4.898942,-3.541619E-05,63.68625,0,63.68625,0,63.68625,0,4.898942,-1.577783E-05,63.68625,0,63.68625,0,63.68625,0,4.898942,2.803082E-05,63.68625,0,63.68625,0,63.68625,0,4.898942,-6.697185E-05,63.68625,0,63.68625,0,63.68625,0,8.4915,9.651331E-05,63.68625,0,63.68625,0,63.68625,0,63.68625,0,63.68625,0,63.68625,0,,0,,0,,0,4.898942,-48.46683,63.68625,0,63.68625,0,63.68625,0
4.899462,-7.956054E-05,63.693,0,63.693,0,63.693,0,4.899462,-2.165255E-05,63.693,0,63.693,0,63.693,0,4.899462,3.021286E-05,63.693,0,63.693,0,63.693,0,4.899462,-6.6804E-05,63.693,0,63.693,0,63.693,0,8.4924,9.416343E-05,63.693,0,63.693,0,63.693,0,63.693,0,63.693,0,63.693,0,,0,,0,,0,4.899462,-48.46683,63.693,0,63.693,0,63.693,0
4.899981,-0.0001260548,63.69975,0,63.69975,0,63.69975,0,4.899981,-2.752728E-05,63.69975,0,63.69975,0,63.69975,0,4.899981,3.105211E-05,63.69975,0,63.69975,0,63.69975,0,4.899981,-6.848249E-05,63.69975,0,63.69975,0,63.69975,0,8.4933,9.164569E-05,63.69975,0,63.69975,0,63.69975,0,63.69975,0,63.69975,0,63.69975,0,,0,,0,,0,4.899981,-48.46683,63.69975,0,63.69975,0,63.69975,0
4.9005,-0.0001550927,63.7065,0,63.7065,0,63.7065,0,4.9005,-3.121996E-05,63.7065,0,63.7065,0,63.7065,0,4.9005,2.937362E-05,63.7065,0,63.7065,0,63.7065,0,4.9005,-6.881819E-05,63.7065,0,63.7065,0,63.7065,0,8.4942,8.879224E-05,63.7065,0,63.7065,0,63.7065,0,63.7065,0,63.7065,0,63.7065,0,,0,,0,,0,4.9005,-48.46683,63.7065,0,63.7065,0,63.7065,0
4.901019,-0.0001223621,63.71325,0,63.71325,0,63.71325,0,4.901019,-3.088426E-05,63.71325,0,63.71325,0,63.71325,0,4.901019,2.668803E-05,63.71325,0,63.71325,0,63.71325,0,4.901019,-6.697185E-05,63.71325,0,63.71325,0,63.71325,0,8.4951,9.332418E-05,63.71325,0,63.71325,0,63.71325,0,63.71325,0,63.71325,0,63.71325,0,,0,,0,,0,4.901019,-48.46683,63.71325,0,63.71325,0,63.71325,0
4.901538,-4.783703E-05,63.72,0,63.72,0,63.72,0,4.901538,-2.937362E-05,63.72,0,63.72,0,63.72,0,4.901538,2.786297E-05,63.72,0,63.72,0,63.72,0,4.901538,-6.378272E-05,63.72,0,63.72,0,63.72,0,8.496,0.0001038987,63.72,0,63.72,0,63.72,0,63.72,0,63.72,0,63.72,0,,0,,0,,0,4.901538,-48.46683,63.72,0,63.72,0,63.72,0
4.902058,2.803082E-05,63.72675,0,63.72675,0,63.72675,0,4.902058,-3.071641E-05,63.72675,0,63.72675,0,63.72675,0,4.902058,2.970932E-05,63.72675,0,63.72675,0,63.72675,0,4.902058,-6.160067E-05,63.72675,0,63.72675,0,63.72675,0,8.496901,2.24918E-05,63.72675,0,63.72675,0,63.72675,0,63.72675,0,63.72675,0,63.72675,0,,0,,0,,0,4.902058,-48.46683,63.72675,0,63.72675,0,63.72675,0
4.902577,0.0001025559,63.7335,0,63.7335,0,63.7335,0,4.902577,-3.27306E-05,63.7335,0,63.7335,0,63.7335,0,4.902577,3.155566E-05,63.7335,0,63.7335,0,63.7335,0,4.902577,-6.059357E-05,63.7335,0,63.7335,0,63.7335,0,8.4978,-0.001881254,63.7335,0,63.7335,0,63.7335,0,63.7335,0,63.7335,0,63.7335,0,,0,,0,,0,4.902577,-48.46683,63.7335,0,63.7335,0,63.7335,0
4.903096,0.000156939,63.74025,0,63.74025,0,63.74025,0,4.903096,-2.400244E-05,63.74025,0,63.74025,0,63.74025,0,4.903096,3.541619E-05,63.74025,0,63.74025,0,63.74025,0,4.903096,-5.790799E-05,63.74025,0,63.74025,0,63.74025,0,8.4987,-0.004780346,63.74025,0,63.74025,0,63.74025,0,63.74025,0,63.74025,0,63.74025,0,,0,,0,,0,4.903096,-48.46683,63.74025,0,63.74025,0,63.74025,0
4.903615,0.0001693599,63.747,0,63.747,0,63.747,0,4.903615,-7.049668E-06,63.747,0,63.747,0,63.747,0,4.903615,3.810178E-05,63.747,0,63.747,0,63.747,0,4.903615,-5.354391E-05,63.747,0,63.747,0,63.747,0,8.4996,-0.00525301,63.747,0,63.747,0,63.747,0,63.747,0,63.747,0,63.747,0,,0,,0,,0,4.903615,-48.46683,63.747,0,63.747,0,63.747,0
4.904135,0.0001535821,63.75375,0,63.75375,0,63.75375,0,4.904135,3.021286E-06,63.75375,0,63.75375,0,63.75375,0,4.904135,3.40734E-05,63.75375,0,63.75375,0,63.75375,0,4.904135,-5.018692E-05,63.75375,0,63.75375,0,63.75375,0,8.500501,-0.00518587,63.75375,0,63.75375,0,63.75375,0,63.75375,0,63.75375,0,63.75375,0,,0,,0,,0,4.904135,-48.46683,63.75375,0,63.75375,0,63.75375,0
4.904654,0.0001307546,63.7605,0,63.7605,0,63.7605,0,4.904654,2.349889E-06,63.7605,0,63.7605,0,63.7605,0,4.904654,3.038071E-05,63.7605,0,63.7605,0,63.7605,0,4.904654,-4.632639E-05,63.7605,0,63.7605,0,63.7605,0,8.5014,-0.00511336,63.7605,0,63.7605,0,63.7605,0,63.7605,0,63.7605,0,63.7605,0,,0,,0,,0,4.904654,-48.46683,63.7605,0,63.7605,0,63.7605,0
4.905173,9.248494E-05,63.76725,0,63.76725,0,63.76725,0,4.905173,-1.174945E-06,63.76725,0,63.76725,0,63.76725,0,4.905173,3.021286E-05,63.76725,0,63.76725,0,63.76725,0,4.905173,-4.280156E-05,63.76725,0,63.76725,0,63.76725,0,8.5023,-0.005043534,63.76725,0,63.76725,0,63.76725,0,63.76725,0,63.76725,0,63.76725,0,,0,,0,,0,4.905173,-48.46683,63.76725,0,63.76725,0,63.76725,0
4.905693,5.857939E-05,63.774,0,63.774,0,63.774,0,4.905693,-5.539025E-06,63.774,0,63.774,0,63.774,0,4.905693,2.937362E-05,63.774,0,63.774,0,63.774,0,4.905693,-4.313725E-05,63.774,0,63.774,0,63.774,0,8.503201,-0.004976394,63.774,0,63.774,0,63.774,0,63.774,0,63.774,0,63.774,0,,0,,0,,0,4.905693,-48.46683,63.774,0,63.774,0,63.774,0
4.906211,5.992218E-05,63.78075,0,63.78075,0,63.78075,0,4.906211,-1.460288E-05,63.78075,0,63.78075,0,63.78075,0,4.906211,2.333105E-05,63.78075,0,63.78075,0,63.78075,0,4.906211,-4.582285E-05,63.78075,0,63.78075,0,63.78075,0,8.5041,-0.004909255,63.78075,0,63.78075,0,63.78075,0,63.78075,0,63.78075,0,63.78075,0,,0,,0,,0,4.906211,-48.46683,63.78075,0,63.78075,0,63.78075,0
4.906731,7.77142E-05,63.7875,0,63.7875,0,63.7875,0,4.906731,-2.265965E-05,63.7875,0,63.7875,0,63.7875,0,4.906731,1.846342E-05,63.7875,0,63.7875,0,63.7875,0,4.906731,-4.515145E-05,63.7875,0,63.7875,0,63.7875,0,8.505,-0.004842115,63.7875,0,63.7875,0,63.7875,0,63.7875,0,63.7875,0,63.7875,0,,0,,0,,0,4.906731,-48.46683,63.7875,0,63.7875,0,63.7875,0
4.90725,6.160067E-05,63.79425,0,63.79425,0,63.79425,0,4.90725,-2.534523E-05,63.79425,0,63.79425,0,63.79425,0,4.90725,2.1149E-05,63.79425,0,63.79425,0,63.79425,0,4.90725,-4.045167E-05,63.79425,0,63.79425,0,63.79425,0,8.5059,-0.004779004,63.79425,0,63.79425,0,63.79425,0,63.79425,0,63.79425,0,63.79425,0,,0,,0,,0,4.90725,-48.46683,63.79425,0,63.79425,0,63.79425,0
4.907769,1.846342E-05,63.801,0,63.801,0,63.801,0,4.907769,-2.433814E-05,63.801,0,63.801,0,63.801,0,4.907769,2.165255E-05,63.801,0,63.801,0,63.801,0,4.907769,-3.608759E-05,63.801,0,63.801,0,63.801,0,8.506801,-0.004715892,63.801,0,63.801,0,63.801,0,63.801,0,63.801,0,63.801,0,,0,,0,,0,4.907769,-48.46683,63.801,0,63.801,0,63.801,0
