X[s],"Trigno IM sensor 1: EMG 1 (IM)",X[s],"Trigno IM sensor 1: Acc 1.X (IM)",X[s],"Trigno IM sensor 1: Acc 1.Y (IM)",X[s],"Trigno IM sensor 1: Acc 1.Z (IM)",X[s],"Trigno IM sensor 1: Gyro 1.X (IM)",X[s],"Trigno IM sensor 1: Gyro 1.Y (IM)",X[s],"Trigno IM sensor 1: Gyro 1.Z (IM)",X[s],"Trigno IM sensor 1: Mag 1.X (IM)",X[s],"Trigno IM sensor 1: Mag 1.Y (IM)",X[s],"Trigno IM sensor 1: Mag 1.Z (IM)"
0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0
