X[s],"Trigno IM sensor 3: EMG 3 (IM)",X[s],"Trigno IM sensor 3: Mag 3.Z (IM)",X[s],"Trigno IM sensor 4: EMG 4 (IM)",X[s],"Trigno IM sensor 4: Mag 4.Z (IM)"
0.000000,9.735256E-06,0.000000,117,0.000000,-1.174945E-05,0.000000,-1
0.0009,2.349889E-05,0.0135,119,0.0009,3.356985E-07,0.0135,1
0.0018,-1.107805E-05,0.027,119,0.0018,1.309224E-05,0.027,2
0.0027,6.378271E-06,0.0405,119,0.0027,-6.713969E-07,0.0405,0
0.0036,1.577783E-05,0.054,119,0.0036,-1.007095E-05,0.054,0
0.0045,-3.121996E-05,0.0675,120,0.0045,-1.544213E-05,0.0675,0
0.0054,-1.779202E-05,0.081,118,0.0054,-1.107805E-05,0.081,0
0.0063,3.021286E-06,0.0945,119,0.0063,-1.712062E-05,0.0945,0
0.0072,-2.014191E-06,0.108,118,0.0072,-4.196231E-05,0.108,0
0.0081,-2.652018E-05,0.1215,118,0.0081,-2.786297E-05,0.1215,2
0.009000001,-1.443504E-05,0.135,119,0.009000001,-9.735256E-06,0.135,0
0.0099,1.577783E-05,0.1485,119,0.0099,-2.28275E-05,0.1485,1
0.0108,-1.376364E-05,0.162,118,0.0108,-3.491264E-05,0.162,1
0.0117,1.846342E-05,0.1755,119,0.0117,-1.074235E-05,0.1755,0
0.0126,2.819867E-05,0.189,119,0.0126,-1.309224E-05,0.189,0
0.0135,6.378271E-06,0.2025,118,0.0135,-2.316319E-05,0.2025,0
0.0144,1.678492E-06,0.216,118,0.0144,-2.349889E-05,0.216,-2
0.0153,-5.706874E-06,0.2295,117,0.0153,-1.779202E-05,0.2295,-1
0.0162,-7.721065E-06,0.243,117,0.0162,-1.208515E-05,0.243,0
0.0171,-4.229801E-05,0.2565,119,0.0171,-3.256275E-05,0.2565,-2
0.018,-5.169757E-05,0.27,117,0.018,-2.584878E-05,0.27,0
0.0189,-1.409934E-05,0.2835,119,0.0189,-2.853437E-05,0.2835,0
0.0198,-4.196231E-05,0.297,118,0.0198,-3.088426E-05,0.297,0
0.0207,-1.913481E-05,0.3105,117,0.0207,-3.189136E-05,0.3105,0
0.0216,-5.035477E-06,0.324,118,0.0216,-3.390555E-05,0.324,0
0.0225,7.049668E-06,0.3375,118,0.0225,-3.860533E-05,0.3375,4
0.0234,4.733349E-05,0.351,118,0.0234,-1.409934E-05,0.351,0
0.0243,3.424125E-05,0.3645,119,0.0243,-1.376364E-05,0.3645,0
0.0252,6.042573E-06,0.378,119,0.0252,-2.014191E-06,0.378,0
0.0261,-1.007095E-06,0.3915,119,0.0261,-4.36408E-06,0.3915,1
0.027,3.692683E-06,0.405,118,0.027,-2.18204E-05,0.405,0
0.0279,-2.047761E-05,0.4185,119,0.0279,-3.524834E-05,0.4185,0
0.0288,-9.063859E-06,0.432,120,0.0288,-5.404745E-05,0.432,3
0.0297,-7.721065E-06,0.4455,120,0.0297,-2.719158E-05,0.4455,0
0.0306,-1.712062E-05,0.459,118,0.0306,-1.141375E-05,0.459,1
0.0315,-1.980621E-05,0.4725,119,0.0315,-3.961242E-05,0.4725,0
0.0324,-1.980621E-05,0.486,119,0.0324,-4.766919E-05,0.486,1
0.0333,-2.786297E-05,0.4995,119,0.0333,2.1149E-05,0.4995,1
0.0342,-3.256275E-05,0.513,118,0.0342,-1.174945E-05,0.513,1
0.0351,7.721065E-06,0.5265,120,0.0351,-6.478981E-05,0.5265,0
0.036,3.323415E-05,0.54,117,0.036,1.678492E-06,0.54,2
0.0369,-2.24918E-05,0.5535,117,0.0369,1.678492E-06,0.5535,-1
0.0378,-2.18204E-05,0.567,118,0.0378,-2.652018E-05,0.567,0
0.0387,5.941863E-05,0.5805,119,0.0387,-4.36408E-06,0.5805,0
0.0396,-3.356985E-06,0.594,119,0.0396,1.342794E-05,0.594,1
0.0405,-1.242084E-05,0.6075,120,0.0405,-3.356985E-07,0.6075,0
0.0414,-3.692683E-06,0.621,119,0.0414,-1.309224E-05,0.621,0
0.0423,-5.035477E-06,0.6345,120,0.0423,-3.759823E-05,0.6345,0
0.0432,-1.174945E-05,0.648,119,0.0432,-1.477073E-05,0.648,0
0.0441,-5.304036E-05,0.6615,119,0.0441,6.042573E-06,0.6615,-3
0.045,-3.726253E-05,0.675,118,0.045,-1.644922E-05,0.675,-4
0.0459,-4.095522E-05,0.6885,118,0.0459,-4.46479E-05,0.6885,1
0.0468,-3.121996E-05,0.702,118,0.0468,7.385367E-06,0.702,0
0.0477,1.577783E-05,0.7155,119,0.0477,-6.713969E-07,0.7155,3
0.0486,-1.678492E-06,0.729,119,0.0486,-6.54612E-05,0.729,-1
0.0495,-9.735256E-06,0.7425,119,0.0495,-1.712062E-05,0.7425,-4
0.0504,4.263371E-05,0.756,120,0.0504,-3.021286E-06,0.756,-2
0.0513,2.987716E-05,0.7695,120,0.0513,-6.042573E-05,0.7695,0
0.0522,-4.934768E-05,0.783,119,0.0522,-4.49836E-05,0.783,0
0.0531,-2.987716E-05,0.7965,121,0.0531,-3.356985E-06,0.7965,0
0.054,-2.719158E-05,0.81,121,0.054,-6.713969E-07,0.81,-1
0.0549,-2.28275E-05,0.8235,120,0.0549,-2.383459E-05,0.8235,-1
0.0558,-1.007095E-06,0.837,122,0.0558,-4.36408E-05,0.837,-1
0.0567,3.155566E-05,0.8505,120,0.0567,7.721065E-06,0.8505,-2
0.0576,2.316319E-05,0.864,120,0.0576,1.980621E-05,0.864,-3
0.0585,1.712062E-05,0.8775,120,0.0585,-2.014191E-05,0.8775,-1
0.0594,1.980621E-05,0.891,120,0.0594,-3.994812E-05,0.891,-2
0.0603,1.678492E-06,0.9045,119,0.0603,1.208515E-05,0.9045,-1
0.0612,1.342794E-06,0.918,120,0.0612,-1.040665E-05,0.918,0
0.0621,-4.699779E-06,0.9315,121,0.0621,-5.304036E-05,0.9315,-1
0.063,-1.141375E-05,0.945,119,0.063,1.007095E-06,0.945,0
0.0639,-3.356985E-07,0.9585,121,0.0639,3.726253E-05,0.9585,-1
0.0648,2.652018E-05,0.972,120,0.0648,-2.316319E-05,0.972,0
0.0657,6.042573E-06,0.9855,120,0.0657,-1.980621E-05,0.9855,-2
0.0666,-6.378271E-06,0.999,121,0.0666,9.063859E-06,0.999,0
0.0675,-2.719158E-05,1.0125,122,0.0675,-2.18204E-05,1.0125,-1
0.0684,-6.378271E-06,1.026,120,0.0684,-3.289845E-05,1.026,0
0.0693,-1.678492E-06,1.0395,122,0.0693,-4.33051E-05,1.0395,1
0.0702,-2.316319E-05,1.053,120,0.0702,-1.309224E-05,1.053,0
0.0711,-3.826963E-05,1.0665,122,0.0711,1.577783E-05,1.0665,0
0.072,-3.021286E-05,1.08,120,0.072,-1.342794E-05,1.08,1
0.0729,-2.316319E-05,1.0935,122,0.0729,-3.692683E-05,1.0935,-2
0.07380001,-7.049668E-06,1.107,122,0.07380001,2.987716E-05,1.107,-1
0.07470001,-2.383459E-05,1.1205,119,0.07470001,3.692683E-06,1.1205,2
0.0756,-3.021286E-06,1.134,119,0.0756,-6.814679E-05,1.134,1
0.0765,4.36408E-06,1.1475,122,0.0765,-3.625543E-05,1.1475,-1
0.0774,-1.712062E-05,1.161,121,0.0774,-9.735256E-06,1.161,-3
0.0783,-2.047761E-05,1.1745,122,0.0783,-4.699779E-05,1.1745,0
0.0792,-4.599069E-05,1.188,120,0.0792,-2.584878E-05,1.188,0
0.0801,-3.927672E-05,1.2015,120,0.0801,1.913481E-05,1.2015,2
0.081,-3.591974E-05,1.215,119,0.081,1.846342E-05,1.215,0
0.0819,-2.618448E-05,1.2285,121,0.0819,2.349889E-06,1.2285,0
0.0828,-5.706874E-06,1.242,121,0.0828,-2.819867E-05,1.242,0
0.0837,-1.242084E-05,1.2555,120,0.0837,-1.745632E-05,1.2555,0
0.0846,-1.477073E-05,1.269,120,0.0846,-7.049668E-06,1.269,0
0.0855,-1.342794E-06,1.2825,121,0.0855,-4.901198E-05,1.2825,0
0.0864,-3.356985E-07,1.296,121,0.0864,-6.478981E-05,1.296,1
0.0873,-1.846342E-05,1.3095,120,0.0873,-5.001907E-05,1.3095,0
0.0882,-2.18204E-05,1.323,121,0.0882,-3.390555E-05,1.323,0
0.0891,-6.713969E-06,1.3365,121,0.0891,-5.203327E-05,1.3365,-1
0.09,5.706874E-06,1.35,120,0.09,3.424125E-05,1.35,0
0.0909,2.349889E-05,1.3635,121,0.0909,1.309224E-05,1.3635,0
0.0918,3.826963E-05,1.377,121,0.0918,-5.404745E-05,1.377,0
0.0927,3.994812E-05,1.3905,122,0.0927,-3.289845E-05,1.3905,0
0.0936,7.721065E-06,1.404,121,0.0936,-4.699779E-06,1.404,-3
0.09450001,9.399558E-06,1.4175,120,0.09450001,-2.987716E-05,1.4175,0
0.09540001,1.980621E-05,1.431,122,0.09540001,-3.121996E-05,1.431,-2
0.09630001,2.450599E-05,1.4445,122,0.09630001,-5.001907E-05,1.4445,0
0.0972,2.719158E-05,1.458,122,0.0972,-2.920577E-05,1.458,-1
0.0981,-3.088426E-05,1.4715,121,0.0981,-3.692683E-06,1.4715,0
0.099,-2.383459E-05,1.485,120,0.099,-3.524834E-05,1.485,1
0.0999,-3.356985E-07,1.4985,120,0.0999,-3.121996E-05,1.4985,1
0.1008,-2.417029E-05,1.512,122,0.1008,2.853437E-05,1.512,0
0.1017,-1.846342E-05,1.5255,122,0.1017,7.721065E-06,1.5255,0
0.1026,-9.063859E-06,1.539,121,0.1026,-5.941863E-05,1.539,2
0.1035,-1.141375E-05,1.5525,121,0.1035,-1.040665E-05,1.5525,-1
0.1044,-8.728161E-06,1.566,122,0.1044,2.517739E-05,1.566,-1
0.1053,-1.712062E-05,1.5795,122,0.1053,-1.846342E-05,1.5795,0
0.1062,-1.678492E-06,1.593,122,0.1062,-4.33051E-05,1.593,1
0.1071,-4.36408E-06,1.6065,122,0.1071,-3.692683E-06,1.6065,0
0.108,6.713969E-07,1.62,123,0.108,-1.678492E-05,1.62,-1
0.1089,-6.378271E-06,1.6335,122,0.1089,-2.685588E-05,1.6335,-1
0.1098,-3.021286E-05,1.647,122,0.1098,-3.625543E-05,1.647,0
0.1107,-3.356985E-06,1.6605,122,0.1107,-3.021286E-06,1.6605,0
0.1116,-5.706874E-06,1.674,121,0.1116,3.256275E-05,1.674,1
0.1125,-4.061952E-05,1.6875,121,0.1125,-4.36408E-06,1.6875,-1
0.1134,-2.316319E-05,1.701,121,0.1134,-4.39765E-05,1.701,0
