X[s],"Trigno IM sensor 3: EMG 3 (IM)",X[s],"Trigno IM sensor 3: Mag 3.Z (IM)",X[s],"Trigno IM sensor 4: EMG 4 (IM)",X[s],"Trigno IM sensor 4: Mag 4.Z (IM)"
0.000000,4.599069E-05,0.000000,121,0.000000,-9.735256E-06,0.000000,-3
0.0009,6.411841E-05,0.0135,122,0.0009,1.174945E-05,0.0135,-1
0.0018,5.740444E-05,0.027,122,0.0018,4.39765E-05,0.027,-4
0.0027,3.994812E-05,0.0405,123,0.0027,1.712062E-05,0.0405,-2
0.0036,-6.881819E-05,0.054,122,0.0036,-9.735256E-06,0.054,-4
0.0045,-4.29694E-05,0.0675,122,0.0045,-2.719158E-05,0.0675,-1
0.0054,-3.927672E-05,0.081,121,0.0054,-5.539025E-05,0.081,0
0.0063,-4.36408E-06,0.0945,120,0.0063,-8.157473E-05,0.0945,-3
0.0072,5.471885E-05,0.108,121,0.0072,-7.888914E-05,0.108,0
0.0081,5.539025E-05,0.1215,123,0.0081,-9.030289E-05,0.1215,-4
0.009000001,3.356985E-07,0.135,121,0.009000001,-6.009003E-05,0.135,-3
0.0099,-2.349889E-05,0.1485,121,0.0099,-2.24918E-05,0.1485,-2
0.0108,-0.0001050736,0.162,122,0.0108,-6.713969E-06,0.162,-2
0.0117,-4.766919E-05,0.1755,122,0.0117,-4.699779E-06,0.1755,0
0.0126,-1.846342E-05,0.189,123,0.0126,-6.713969E-07,0.189,-2
0.0135,1.376364E-05,0.2025,123,0.0135,-7.721065E-06,0.2025,-2
0.0144,2.584878E-05,0.216,121,0.0144,2.752728E-05,0.216,-2
0.0153,3.457694E-05,0.2295,122,0.0153,9.600977E-05,0.2295,-3
0.0162,5.606165E-05,0.243,122,0.0162,0.0001114519,0.243,-5
0.0171,2.014191E-06,0.2565,122,0.0171,5.304036E-05,0.2565,-3
0.018,-3.021286E-05,0.27,123,0.018,1.107805E-05,0.27,-3
0.0189,-3.558404E-05,0.2835,120,0.0189,2.719158E-05,0.2835,-1
0.0198,-1.510643E-05,0.297,121,0.0198,8.056763E-06,0.297,0
0.0207,2.853437E-05,0.3105,122,0.0207,-1.443504E-05,0.3105,-1
0.0216,3.961242E-05,0.324,122,0.0216,-6.61326E-05,0.324,-1
0.0225,4.968337E-05,0.3375,122,0.0225,-8.392462E-05,0.3375,-4
0.0234,4.934768E-05,0.351,122,0.0234,-0.0001097734,0.351,-1
0.0243,1.980621E-05,0.3645,123,0.0243,-0.0002027619,0.3645,-1
0.0252,-8.96315E-05,0.378,122,0.0252,-0.0002450599,0.378,-2
0.0261,-0.0001701991,0.3915,123,0.0261,-0.0001688563,0.3915,-4
0.027,-2.047761E-05,0.405,122,0.027,-6.74754E-05,0.405,-3
0.0279,3.155566E-05,0.4185,123,0.0279,2.584878E-05,0.4185,-2
0.0288,4.39765E-05,0.432,123,0.0288,0.0001379721,0.432,-4
0.0297,7.620356E-05,0.4455,122,0.0297,0.0001319295,0.4455,-3
0.0306,6.076142E-05,0.459,122,0.0306,0.0001809415,0.459,-4
0.0315,1.712062E-05,0.4725,122,0.0315,0.0001319295,0.4725,-2
0.0324,-0.0001027237,0.486,122,0.0324,3.222705E-05,0.486,-2
0.0333,-0.000105745,0.4995,122,0.0333,2.1149E-05,0.4995,0
0.0342,-7.888914E-05,0.513,123,0.0342,-5.706874E-06,0.513,-2
0.0351,-0.0001329366,0.5265,121,0.0351,-5.572595E-05,0.5265,-5
0.036,-7.653925E-05,0.54,122,0.036,-3.860533E-05,0.54,-3
0.0369,-2.383459E-05,0.5535,123,0.0369,-6.009003E-05,0.5535,-5
0.0378,-8.392462E-06,0.567,123,0.0378,-0.000130251,0.567,-5
0.0387,-9.735256E-06,0.5805,122,0.0387,-9.097429E-05,0.5805,-4
0.0396,-1.678492E-05,0.594,122,0.0396,-1.477073E-05,0.594,-3
0.0405,-2.954147E-05,0.6075,121,0.0405,1.141375E-05,0.6075,-2
0.0414,-7.049668E-06,0.621,120,0.0414,-1.544213E-05,0.621,-2
0.0423,3.189136E-05,0.6345,120,0.0423,-6.814679E-05,0.6345,-5
0.0432,1.443504E-05,0.648,120,0.0432,-7.217517E-05,0.648,-7
0.0441,-7.049668E-06,0.6615,120,0.0441,-4.46479E-05,0.6615,-4
0.045,5.706874E-06,0.675,120,0.045,-6.478981E-05,0.675,-3
0.0459,1.980621E-05,0.6885,120,0.0459,-6.009003E-05,0.6885,-4
0.0468,7.251087E-05,0.702,120,0.0468,3.726253E-05,0.702,-4
0.0477,0.0001017166,0.7155,121,0.0477,5.505455E-05,0.7155,-3
0.0486,8.92958E-05,0.729,121,0.0486,-2.1149E-05,0.729,-4
0.0495,5.069047E-05,0.7425,121,0.0495,7.016098E-05,0.7425,-5
0.0504,0.0001178302,0.756,120,0.0504,6.344701E-05,0.756,-1
0.0513,0.0001433432,0.7695,122,0.0513,-1.309224E-05,0.7695,-7
0.0522,3.189136E-05,0.783,121,0.0522,-1.342794E-06,0.783,-3
0.0531,-9.097429E-05,0.7965,120,0.0531,2.21561E-05,0.7965,-6
0.054,-9.802396E-05,0.81,121,0.054,2.484169E-05,0.81,-1
0.0549,-0.0001386435,0.8235,122,0.0549,2.24918E-05,0.8235,-5
0.0558,-0.0001218585,0.837,121,0.0558,-3.424125E-05,0.837,-7
0.0567,5.337606E-05,0.8505,120,0.0567,-3.289845E-05,0.8505,-5
0.0576,0.0001537499,0.864,123,0.0576,-0.0001050736,0.864,-8
0.0585,0.0001654994,0.8775,121,0.0585,-0.0002024262,0.8775,-5
0.0594,-2.819867E-05,0.891,122,0.0594,-0.0002188754,0.891,-3
0.0603,-0.0001379721,0.9045,121,0.0603,-0.0001587854,0.9045,-2
0.0612,-0.000291722,0.918,120,0.0612,-7.150377E-05,0.918,-10
0.0621,-0.0003148852,0.9315,120,0.0621,8.728161E-06,0.9315,-3
0.063,-0.0001319295,0.945,121,0.063,0.0001430075,0.945,-3
0.0639,-5.740444E-05,0.9585,121,0.0639,0.0001634852,0.9585,-4
0.0648,-2.987716E-05,0.972,121,0.0648,8.82887E-05,0.972,-5
0.0657,-3.994812E-05,0.9855,120,0.0657,3.927672E-05,0.9855,-3
0.0666,-3.961242E-05,0.999,122,0.0666,4.666209E-05,0.999,-3
0.0675,-2.551309E-05,1.0125,120,0.0675,1.678492E-06,1.0125,-3
0.0684,-6.713969E-07,1.026,121,0.0684,-2.719158E-05,1.026,-3
0.0693,4.800488E-05,1.0395,122,0.0693,-3.524834E-05,1.0395,-1
0.0702,2.618448E-05,1.053,121,0.0702,-2.24918E-05,1.053,-3
0.0711,3.054856E-05,1.0665,121,0.0711,-2.014191E-05,1.0665,-5
0.072,3.256275E-05,1.08,120,0.072,-5.337606E-05,1.08,-7
0.0729,1.510643E-05,1.0935,119,0.0729,-5.941863E-05,1.0935,-6
0.07380001,1.577783E-05,1.107,120,0.07380001,-1.342794E-06,1.107,-4
0.07470001,3.289845E-05,1.1205,120,0.07470001,-1.510643E-05,1.1205,-4
0.0756,4.095522E-05,1.134,120,0.0756,-5.471885E-05,1.134,-7
0.0765,4.800488E-05,1.1475,120,0.0765,-1.644922E-05,1.1475,-3
0.0774,0.0001973907,1.161,119,0.0774,-7.049668E-06,1.161,-4
0.0783,0.0001641566,1.1745,120,0.0783,-4.33051E-05,1.1745,-3
0.0792,4.061952E-05,1.188,120,0.0792,-7.553216E-05,1.188,-2
0.0801,-1.913481E-05,1.2015,119,0.0801,-5.706874E-05,1.2015,-3
0.081,-4.49836E-05,1.215,119,0.081,-3.390555E-05,1.215,-4
0.0819,-0.0001467002,1.2285,121,0.0819,-3.054856E-05,1.2285,-4
0.0828,-0.0001114519,1.242,120,0.0828,-4.599069E-05,1.242,-5
0.0837,-1.644922E-05,1.2555,119,0.0837,-2.987716E-05,1.2555,-8
0.0846,-2.047761E-05,1.269,120,0.0846,-1.342794E-06,1.269,-5
0.0855,-2.584878E-05,1.2825,119,0.0855,-1.309224E-05,1.2825,-5
0.0864,7.049668E-06,1.296,120,0.0864,-3.155566E-05,1.296,-5
0.0873,-9.735256E-06,1.3095,121,0.0873,-1.510643E-05,1.3095,-3
0.0882,-9.063859E-06,1.323,120,0.0882,-3.121996E-05,1.323,-5
0.0891,8.358892E-05,1.3365,119,0.0891,-5.438316E-05,1.3365,-5
0.09,9.097429E-05,1.35,120,0.09,-2.719158E-05,1.35,-3
0.0909,9.365987E-05,1.3635,119,0.0909,-4.901198E-05,1.3635,-5
0.0918,0.0001044022,1.377,121,0.0918,-9.298848E-05,1.377,-3
0.0927,3.793393E-05,1.3905,120,0.0927,-8.224613E-05,1.3905,-4
0.0936,-7.150377E-05,1.404,120,0.0936,-4.934768E-05,1.404,-3
0.09450001,-5.035477E-05,1.4175,121,0.09450001,-2.551309E-05,1.4175,-2
0.09540001,-3.021286E-06,1.431,119,0.09540001,-6.378271E-06,1.431,-6
0.09630001,-2.1149E-05,1.4445,119,0.09630001,1.846342E-05,1.4445,-3
0.0972,-5.673304E-05,1.458,120,0.0972,3.021286E-06,1.458,-4
0.0981,-8.392462E-06,1.4715,120,0.0981,-3.088426E-05,1.4715,-3
0.099,5.270466E-05,1.485,120,0.099,-3.826963E-05,1.485,0
0.0999,-0.0001255512,1.4985,120,0.0999,-5.941863E-05,1.4985,-6
0.1008,-0.0001255512,1.512,120,0.1008,3.021286E-06,1.512,-2
0.1017,-7.821774E-05,1.5255,120,0.1017,7.150377E-05,1.5255,-4
0.1026,-7.956054E-05,1.539,119,0.1026,7.855344E-05,1.539,-4
0.1035,-0.0001070878,1.5525,121,0.1035,9.903105E-05,1.5525,-5
0.1044,-4.229801E-05,1.566,121,0.1044,6.915389E-05,1.566,-1
0.1053,6.6804E-05,1.5795,121,0.1053,5.035477E-06,1.5795,-4
0.1062,5.203327E-05,1.593,120,0.1062,1.309224E-05,1.593,-5
0.1071,3.289845E-05,1.6065,121,0.1071,3.457694E-05,1.6065,-4
0.108,3.356985E-06,1.62,119,0.108,1.107805E-05,1.62,-2
0.1089,-1.007095E-06,1.6335,119,0.1089,-2.349889E-06,1.6335,-8
0.1098,1.812772E-05,1.647,120,0.1098,-5.270466E-05,1.647,-4
0.1107,1.342794E-06,1.6605,118,0.1107,-9.030289E-05,1.6605,-4
0.1116,-5.069047E-05,1.674,119,0.1116,-0.0001299153,1.674,-1
0.1125,-7.049668E-05,1.6875,119,0.1125,-0.0001379721,1.6875,-3
0.1134,-8.996719E-05,1.701,119,0.1134,-0.0001040665,1.701,-3
0.1143,-3.390555E-05,1.7145,120,0.1143,1.443504E-05,1.7145,-4
0.1152,4.263371E-05,1.728,119,0.1152,8.761731E-05,1.728,-2
0.1161,1.812772E-05,1.7415,119,0.1161,8.157473E-05,1.7415,-3
0.117,-6.378271E-06,1.755,120,0.117,4.53193E-05,1.755,-3
0.1179,2.081331E-05,1.7685,118,0.1179,-3.189136E-05,1.7685,-4
0.1188,-1.342794E-06,1.782,119,0.1188,-0.0001366293,1.782,-3
0.1197,-2.584878E-05,1.7955,119,0.1197,-0.0001963836,1.7955,-2
0.1206,-1.644922E-05,1.809,120,0.1206,-0.0001802701,1.809,-2
0.1215,-1.443504E-05,1.8225,120,0.1215,-0.0001349508,1.8225,-1
0.1224,-6.713969E-06,1.836,120,0.1224,-8.191043E-05,1.836,-4
0.1233,2.517739E-05,1.8495,119,0.1233,2.1149E-05,1.8495,-4
0.1242,3.524834E-05,1.863,121,0.1242,0.0002326391,1.863,-3
0.1251,5.740444E-05,1.8765,120,0.1251,0.0002477455,1.8765,-3
0.126,3.088426E-05,1.89,119,0.126,0.0002084688,1.89,-3
0.1269,2.920577E-05,1.9035,121,0.1269,0.0001151446,1.9035,-3
0.1278,1.376364E-05,1.917,121,0.1278,5.807584E-05,1.917,0
0.1287,3.189136E-05,1.9305,120,0.1287,2.417029E-05,1.9305,-4
0.1296,6.74754E-05,1.944,120,0.1296,-2.819867E-05,1.944,-4
0.1305,6.814679E-05,1.9575,121,0.1305,-1.779202E-05,1.9575,-4
0.1314,1.745632E-05,1.971,120,0.1314,-3.961242E-05,1.971,-2
