X[s],"Trigno IM sensor 3: EMG 3 (IM)",X[s],"Trigno IM sensor 3: Mag 3.Z (IM)",X[s],"Trigno IM sensor 4: EMG 4 (IM)",X[s],"Trigno IM sensor 4: Mag 4.Z (IM)"
0.000000,-3.155566E-05,0.000000,119,0.000000,-4.666209E-05,0.000000,0
0.0009,-5.673304E-05,0.0135,120,0.0009,-3.524834E-05,0.0135,-1
0.0018,-0.0001033951,0.027,121,0.0018,5.706874E-06,0.027,-1
0.0027,-5.035477E-06,0.0405,122,0.0027,-1.040665E-05,0.0405,0
0.0036,0.0001567712,0.054,121,0.0036,-3.222705E-05,0.054,-3
0.0045,0.000164828,0.0675,120,0.0045,-4.834058E-05,0.0675,0
0.0054,0.0002437171,0.081,122,0.0054,-2.719158E-05,0.081,0
0.0063,0.0003387198,0.0945,120,0.0063,-2.417029E-05,0.0945,-1
0.0072,9.433127E-05,0.108,121,0.0072,-7.217517E-05,0.108,-2
0.0081,-0.0001963836,0.1215,121,0.0081,-0.0001050736,0.1215,-2
0.009000001,-0.0002735943,0.135,120,0.009000001,-0.0001238727,0.135,-2
0.0099,-0.0003501335,0.1485,120,0.0099,-0.0001017166,0.1485,-1
0.0108,-0.0004817273,0.162,121,0.0108,-5.673304E-05,0.162,-4
0.0117,-0.0001708705,0.1755,120,0.0117,-1.712062E-05,0.1755,-2
0.0126,-4.666209E-05,0.189,121,0.0126,-2.551309E-05,0.189,-2
0.0135,-4.565499E-05,0.2025,120,0.0135,2.349889E-06,0.2025,0
0.0144,-5.001907E-05,0.216,121,0.0144,6.713969E-06,0.216,0
0.0153,9.735256E-06,0.2295,119,0.0153,1.040665E-05,0.2295,-1
0.0162,7.418937E-05,0.243,119,0.0162,2.551309E-05,0.243,-2
0.0171,9.903105E-05,0.2565,121,0.0171,3.625543E-05,0.2565,-4
0.018,5.505455E-05,0.27,119,0.018,1.275654E-05,0.27,-2
0.0189,-2.28275E-05,0.2835,119,0.0189,-2.450599E-05,0.2835,-2
0.0198,7.385367E-06,0.297,121,0.0198,-1.913481E-05,0.297,-3
0.0207,4.129091E-05,0.3105,119,0.0207,-1.174945E-05,0.3105,-1
0.0216,1.443504E-05,0.324,119,0.0216,-2.18204E-05,0.324,-1
0.0225,3.155566E-05,0.3375,120,0.0225,-3.088426E-05,0.3375,0
0.0234,1.174945E-05,0.351,121,0.0234,-1.980621E-05,0.351,-2
0.0243,2.014191E-06,0.3645,121,0.0243,-5.001907E-05,0.3645,0
0.0252,3.189136E-05,0.378,121,0.0252,-5.740444E-05,0.378,-1
0.0261,4.49836E-05,0.3915,120,0.0261,-4.229801E-05,0.3915,0
0.027,3.390555E-05,0.405,120,0.027,-4.46479E-05,0.405,0
0.0279,6.61326E-05,0.4185,121,0.0279,-5.035477E-05,0.4185,-1
0.0288,7.553216E-05,0.432,121,0.0288,-5.304036E-05,0.432,-1
0.0297,9.701686E-05,0.4455,121,0.0297,-5.236896E-05,0.4455,-1
0.0306,0.0002601663,0.459,122,0.0306,-7.284657E-05,0.459,0
0.0315,0.0003588617,0.4725,121,0.0315,-0.0001117876,0.4725,0
0.0324,0.0002353246,0.486,122,0.0324,-0.0001185016,0.486,-2
0.0333,6.109713E-05,0.4995,121,0.0333,-4.666209E-05,0.4995,0
0.0342,-0.000224918,0.513,120,0.0342,-0.0001205158,0.513,1
0.0351,-0.0004525215,0.5265,121,0.0351,-0.0001131304,0.5265,-1
0.036,-0.0004166018,0.54,122,0.036,6.378271E-06,0.54,-2
0.0369,-0.0001329366,0.5535,122,0.0369,4.53193E-05,0.5535,-2
0.0378,-4.33051E-05,0.567,121,0.0378,6.57969E-05,0.567,-1
0.0387,-0.0001373007,0.5805,120,0.0387,0.0001460288,0.5805,-2
0.0396,-0.0001111162,0.594,121,0.0396,0.0002118257,0.594,0
0.0405,-5.270466E-05,0.6075,121,0.0405,7.687495E-05,0.6075,-1
0.0414,-3.625543E-05,0.621,121,0.0414,7.721065E-06,0.621,-1
0.0423,-5.035477E-06,0.6345,121,0.0423,-8.392462E-06,0.6345,0
0.0432,7.385367E-06,0.648,122,0.0432,-1.913481E-05,0.648,0
0.0441,-6.378271E-06,0.6615,120,0.0441,1.342794E-05,0.6615,-1
0.045,-1.107805E-05,0.675,121,0.045,-1.678492E-06,0.675,-2
0.0459,1.208515E-05,0.6885,120,0.0459,-4.196231E-05,0.6885,-1
0.0468,2.349889E-06,0.702,119,0.0468,-5.035477E-06,0.702,-1
0.0477,1.040665E-05,0.7155,120,0.0477,-1.409934E-05,0.7155,-2
0.0486,3.927672E-05,0.729,119,0.0486,-3.726253E-05,0.729,-3
0.0495,3.927672E-05,0.7425,121,0.0495,-7.721065E-06,0.7425,-1
0.0504,4.666209E-05,0.756,121,0.0504,-4.699779E-06,0.756,-2
