X[s],"Trigno IM sensor 3: EMG 3 (IM)",X[s],"Trigno IM sensor 3: Mag 3.Z (IM)",X[s],"Trigno IM sensor 4: EMG 4 (IM)",X[s],"Trigno IM sensor 4: Mag 4.Z (IM)"
0.000000,6.009003E-05,0.000000,123,0.000000,-1.611353E-05,0.000000,-2
0.0009,-5.035477E-06,0.0135,125,0.0009,3.726253E-05,0.0135,-3
0.0018,6.74754E-05,0.027,125,0.0018,2.652018E-05,0.027,0
0.0027,0.000193698,0.0405,125,0.0027,1.712062E-05,0.0405,-3
0.0036,0.0001272297,0.054,123,0.0036,4.666209E-05,0.054,-3
0.0045,3.457694E-05,0.0675,124,0.0045,2.383459E-05,0.0675,-5
0.0054,-0.0001198444,0.081,124,0.0054,-1.510643E-05,0.081,-3
0.0063,-8.123904E-05,0.0945,125,0.0063,-3.692683E-05,0.0945,-3
0.0072,-7.653925E-05,0.108,124,0.0072,-5.807584E-05,0.108,-5
0.0081,-0.0002279393,0.1215,123,0.0081,-3.726253E-05,0.1215,-2
0.009000001,-0.0001003738,0.135,124,0.009000001,-4.196231E-05,0.135,-4
0.0099,-3.961242E-05,0.1485,124,0.0099,-5.136187E-05,0.1485,-4
0.0108,-7.721065E-05,0.162,124,0.0108,-7.821774E-05,0.162,-4
0.0117,-6.881819E-05,0.1755,123,0.0117,-5.539025E-05,0.1755,-6
0.0126,2.349889E-06,0.189,123,0.0126,-0.0001060807,0.189,-5
0.0135,-2.047761E-05,0.2025,123,0.0135,-0.000239353,0.2025,-4
0.0144,-2.18204E-05,0.216,124,0.0144,-0.0002124971,0.216,-4
0.0153,9.063859E-06,0.2295,124,0.0153,-0.0001164874,0.2295,-4
0.0162,2.618448E-05,0.243,124,0.0162,9.063859E-06,0.243,-5
0.0171,-2.652018E-05,0.2565,122,0.0171,0.0001594568,0.2565,-4
0.018,-9.063859E-06,0.27,123,0.018,0.0002490883,0.27,-3
0.0189,5.404745E-05,0.2835,122,0.0189,0.0001131304,0.2835,-3
0.0198,0.0001178302,0.297,123,0.0198,2.819867E-05,0.297,-3
0.0207,0.0002584878,0.3105,124,0.0207,2.853437E-05,0.3105,-4
0.0216,0.0003024643,0.324,123,0.0216,1.409934E-05,0.324,-2
0.0225,0.0001876554,0.3375,123,0.0225,-1.342794E-06,0.3375,-3
0.0234,0.000102388,0.351,124,0.0234,2.349889E-06,0.351,-3
0.0243,-9.970245E-05,0.3645,123,0.0243,3.189136E-05,0.3645,0
0.0252,-0.0002615091,0.378,123,0.0252,1.275654E-05,0.378,-3
0.0261,-0.0003004501,0.3915,123,0.0261,-8.258183E-05,0.3915,-2
0.027,-0.000235996,0.405,123,0.027,-0.0001853056,0.405,-2
0.0279,6.713969E-07,0.4185,124,0.0279,-0.0002158541,0.4185,-3
0.0288,8.291753E-05,0.432,125,0.0288,-0.0001832914,0.432,-3
0.0297,0.0001054093,0.4455,124,0.0297,-7.586786E-05,0.4455,-5
0.0306,0.0001272297,0.459,124,0.0306,-1.443504E-05,0.459,-4
0.0315,0.0001114519,0.4725,123,0.0315,4.129091E-05,0.4725,-2
0.0324,-7.721065E-05,0.486,125,0.0324,7.754635E-05,0.486,-3
0.0333,-0.0002370031,0.4995,122,0.0333,1.510643E-05,0.4995,-5
0.0342,-0.000323949,0.513,123,0.0342,2.047761E-05,0.513,-5
0.0351,-0.0002205539,0.5265,124,0.0351,1.678492E-05,0.5265,-4
0.036,-5.304036E-05,0.54,124,0.036,8.560311E-05,0.54,-4
0.0369,-1.208515E-05,0.5535,125,0.0369,0.0001232013,0.5535,-3
0.0378,7.418937E-05,0.567,123,0.0378,6.143282E-05,0.567,-3
0.0387,0.0001628138,0.5805,123,0.0387,2.383459E-05,0.5805,-2
0.0396,0.0002225681,0.594,123,0.0396,4.49836E-05,0.594,-5
0.0405,0.0001493858,0.6075,122,0.0405,-1.644922E-05,0.6075,-5
0.0414,0.0001242084,0.621,124,0.0414,-5.102617E-05,0.621,-4
0.0423,1.107805E-05,0.6345,123,0.0423,-7.049668E-05,0.6345,-1
0.0432,-0.000112459,0.648,125,0.0432,-4.29694E-05,0.648,-2
0.0441,-0.0003293202,0.6615,123,0.0441,-4.162661E-05,0.6615,-1
0.045,-0.0002997787,0.675,123,0.045,-7.855344E-05,0.675,-6
0.0459,-9.835965E-05,0.6885,124,0.0459,-0.0001591211,0.6885,-6
0.0468,-9.030289E-05,0.702,123,0.0468,-0.0001775845,0.702,-3
0.0477,-1.913481E-05,0.7155,124,0.0477,-0.0001634852,0.7155,-7
0.0486,5.606165E-05,0.729,125,0.0486,-0.000136965,0.729,-3
0.0495,1.779202E-05,0.7425,126,0.0495,-3.659113E-05,0.7425,-2
0.0504,9.768826E-05,0.756,124,0.0504,0.0001070878,0.756,-4
0.0513,0.000112459,0.7695,123,0.0513,0.0001675135,0.7695,-2
