X[s],"Trigno IM sensor 3: EMG 3 (IM)",X[s],"Trigno IM sensor 3: Mag 3.Z (IM)",X[s],"Trigno IM sensor 4: EMG 4 (IM)",X[s],"Trigno IM sensor 4: Mag 4.Z (IM)"
0.000000,-1.040665E-05,0.000000,124,0.000000,1.242084E-05,0.000000,-4
0.0009,-6.948959E-05,0.0135,123,0.0009,3.524834E-05,0.0135,-2
0.0018,-5.975433E-05,0.027,124,0.0018,2.1149E-05,0.027,-2
0.0027,3.927672E-05,0.0405,124,0.0027,3.692683E-06,0.0405,-4
0.0036,0.0001574426,0.054,123,0.0036,-1.107805E-05,0.054,-3
0.0045,0.0003138781,0.0675,124,0.0045,1.242084E-05,0.0675,-2
0.0054,0.0004881056,0.081,122,0.0054,-1.980621E-05,0.081,-5
0.0063,0.0003078355,0.0945,123,0.0063,-2.887007E-05,0.0945,-2
0.0072,-3.793393E-05,0.108,124,0.0072,-4.129091E-05,0.108,-4
0.0081,-0.0001789273,0.1215,123,0.0081,-7.418937E-05,0.1215,-5
0.009000001,-0.0002984359,0.135,123,0.009000001,-5.572595E-05,0.135,-1
0.0099,-0.0005196612,0.1485,123,0.0099,-2.719158E-05,0.1485,-5
0.0108,-0.0004377508,0.162,123,0.0108,-5.404745E-05,0.162,-4
0.0117,-0.0001534142,0.1755,123,0.0117,-8.69459E-05,0.1755,-1
0.0126,-9.500267E-05,0.189,122,0.0126,-8.426032E-05,0.189,-1
0.0135,-2.21561E-05,0.2025,123,0.0135,-9.701686E-05,0.2025,-4
0.0144,1.678492E-06,0.216,122,0.0144,-7.385367E-05,0.216,-2
0.0153,-4.36408E-06,0.2295,123,0.0153,-2.920577E-05,0.2295,-2
0.0162,7.284657E-05,0.243,124,0.0162,9.735256E-06,0.243,-5
0.0171,4.800488E-05,0.2565,125,0.0171,3.927672E-05,0.2565,-6
0.018,-5.673304E-05,0.27,122,0.018,2.349889E-05,0.27,-2
0.0189,-3.793393E-05,0.2835,125,0.0189,-3.927672E-05,0.2835,-3
0.0198,-1.678492E-06,0.297,122,0.0198,-4.33051E-05,0.297,-2
0.0207,-2.014191E-05,0.3105,124,0.0207,-3.692683E-05,0.3105,-4
0.0216,0.0001198444,0.324,123,0.0216,-3.625543E-05,0.324,-3
0.0225,0.0002010834,0.3375,123,0.0225,-3.659113E-05,0.3375,-3
0.0234,0.0002537881,0.351,123,0.0234,-2.24918E-05,0.351,-1
0.0243,0.0001977264,0.3645,123,0.0243,-5.706874E-06,0.3645,0
0.0252,6.915389E-05,0.378,123,0.0252,-2.652018E-05,0.378,-2
