X[s],"Trigno IM sensor 3: EMG 3 (IM)",X[s],"Trigno IM sensor 3: Mag 3.Z (IM)",X[s],"Trigno IM sensor 4: EMG 4 (IM)",X[s],"Trigno IM sensor 4: Mag 4.Z (IM)"
0.000000,-2.652018E-05,0.000000,124,0.000000,-9.030289E-05,0.000000,-2
0.0009,-1.107805E-05,0.0135,124,0.0009,-7.653925E-05,0.0135,-1
0.0018,2.517739E-05,0.027,124,0.0018,-2.752728E-05,0.027,-2
0.0027,9.735256E-06,0.0405,123,0.0027,-6.277562E-05,0.0405,-2
0.0036,-4.43122E-05,0.054,124,0.0036,-9.835965E-05,0.054,-2
0.0045,-3.860533E-05,0.0675,123,0.0045,-2.18204E-05,0.0675,-2
0.0054,-1.007095E-06,0.081,123,0.0054,2.652018E-05,0.081,-4
0.0063,5.471885E-05,0.0945,125,0.0063,3.356985E-05,0.0945,-3
0.0072,0.0002652018,0.108,123,0.0072,6.378271E-05,0.108,-1
0.0081,0.0002719158,0.1215,122,0.0081,9.869535E-05,0.1215,-3
0.009000001,6.948959E-05,0.135,123,0.009000001,4.53193E-05,0.135,-3
0.0099,-4.867628E-05,0.1485,121,0.0099,7.721065E-06,0.1485,-4
0.0108,-0.000130251,0.162,122,0.0108,-7.049668E-06,0.162,-5
0.0117,-0.0001916838,0.1755,122,0.0117,-1.678492E-05,0.1755,-4
0.0126,-0.0001695277,0.189,122,0.0126,-3.189136E-05,0.189,-3
0.0135,-3.457694E-05,0.2025,123,0.0135,-3.961242E-05,0.2025,-1
0.0144,-1.779202E-05,0.216,123,0.0144,-7.754635E-05,0.216,-3
0.0153,-9.399557E-05,0.2295,122,0.0153,-9.231708E-05,0.2295,-1
0.0162,-0.0001587854,0.243,122,0.0162,-7.318227E-05,0.243,-3
0.0171,-5.001907E-05,0.2565,122,0.0171,-4.129091E-05,0.2565,-3
0.018,2.1149E-05,0.27,123,0.018,-7.721065E-06,0.27,-3
0.0189,3.021286E-05,0.2835,122,0.0189,-5.270466E-05,0.2835,-5
0.0198,-1.913481E-05,0.297,123,0.0198,-3.054856E-05,0.297,-2
0.0207,1.007095E-06,0.3105,124,0.0207,1.577783E-05,0.3105,-3
0.0216,3.591974E-05,0.324,124,0.0216,-2.18204E-05,0.324,-4
0.0225,2.920577E-05,0.3375,123,0.0225,-2.18204E-05,0.3375,-2
0.0234,8.023193E-05,0.351,124,0.0234,2.853437E-05,0.351,0
0.0243,0.0001500572,0.3645,124,0.0243,5.337606E-05,0.3645,-1
0.0252,0.0002141756,0.378,123,0.0252,1.611353E-05,0.378,-4
0.0261,0.000189334,0.3915,123,0.0261,-4.36408E-06,0.3915,-4
0.027,0.0001148089,0.405,123,0.027,-5.035477E-06,0.405,-4
0.0279,-1.779202E-05,0.4185,124,0.0279,-3.256275E-05,0.4185,-3
0.0288,-0.0001027237,0.432,124,0.0288,-0.0001386435,0.432,-2
0.0297,-6.814679E-05,0.4455,122,0.0297,-0.000193698,0.4455,-4
0.0306,-5.069047E-05,0.459,123,0.0306,-0.0001839628,0.459,0
0.0315,2.584878E-05,0.4725,123,0.0315,-0.0001678492,0.4725,0
0.0324,0.0001111162,0.486,123,0.0324,-7.821774E-05,0.486,-1
0.0333,-7.351797E-05,0.4995,124,0.0333,0.0001070878,0.4995,-2
0.0342,-0.0002907149,0.513,122,0.0342,0.000203769,0.513,-1
0.0351,-0.0002662089,0.5265,124,0.0351,0.000105745,0.5265,-2
0.036,-0.000136965,0.54,124,0.036,7.083238E-05,0.54,-1
0.0369,-0.0001433432,0.5535,124,0.0369,3.189136E-05,0.5535,-1
0.0378,-5.673304E-05,0.567,124,0.0378,1.913481E-05,0.567,-2
0.0387,0.0001205158,0.5805,123,0.0387,2.652018E-05,0.5805,-3
0.0396,1.577783E-05,0.594,125,0.0396,-8.056763E-06,0.594,-2
0.0405,-5.169757E-05,0.6075,123,0.0405,-1.611353E-05,0.6075,-2
0.0414,-0.000102388,0.621,124,0.0414,-9.399558E-06,0.621,-1
